Mu-Hu               
 0.26147000E+05  0.38234688E+06
 0.26059843E+05  0.38135442E+06
 0.25972687E+05  0.38035388E+06
 0.25885530E+05  0.37934458E+06
 0.25798373E+05  0.37832595E+06
 0.25711217E+05  0.37729762E+06
 0.25624060E+05  0.37625940E+06
 0.25536903E+05  0.37521138E+06
 0.25449747E+05  0.37415399E+06
 0.25362590E+05  0.37308796E+06
 0.25275433E+05  0.37201435E+06
 0.25188277E+05  0.37093448E+06
 0.25101120E+05  0.36984986E+06
 0.25013963E+05  0.36876200E+06
 0.24926807E+05  0.36767233E+06
 0.24839650E+05  0.36658203E+06
 0.24752493E+05  0.36549192E+06
 0.24665337E+05  0.36440241E+06
 0.24578180E+05  0.36331347E+06
 0.24491023E+05  0.36222461E+06
 0.24403867E+05  0.36113499E+06
 0.24316710E+05  0.36004341E+06
 0.24229553E+05  0.35894847E+06
 0.24142397E+05  0.35784857E+06
 0.24055240E+05  0.35674207E+06
 0.23968083E+05  0.35562738E+06
 0.23880927E+05  0.35450306E+06
 0.23793770E+05  0.35336795E+06
 0.23706613E+05  0.35222133E+06
 0.23619457E+05  0.35106311E+06
 0.23532300E+05  0.34989390E+06
 0.23445143E+05  0.34871518E+06
 0.23357987E+05  0.34752927E+06
 0.23270830E+05  0.34633928E+06
 0.23183673E+05  0.34514878E+06
 0.23096517E+05  0.34396152E+06
 0.23009360E+05  0.34278094E+06
 0.22922203E+05  0.34160985E+06
 0.22835047E+05  0.34045017E+06
 0.22747890E+05  0.33930282E+06
 0.22660733E+05  0.33816778E+06
 0.22573577E+05  0.33704417E+06
 0.22486420E+05  0.33593047E+06
 0.22399263E+05  0.33482466E+06
 0.22312107E+05  0.33372436E+06
 0.22224950E+05  0.33262700E+06
 0.22137793E+05  0.33152991E+06
 0.22050637E+05  0.33043044E+06
 0.21963480E+05  0.32932604E+06
 0.21876323E+05  0.32821437E+06
 0.21789167E+05  0.32709340E+06
 0.21702010E+05  0.32596153E+06
 0.21614853E+05  0.32481776E+06
 0.21527697E+05  0.32366175E+06
 0.21440540E+05  0.32249403E+06
 0.21353383E+05  0.32131601E+06
 0.21266227E+05  0.32012997E+06
 0.21179070E+05  0.31893902E+06
 0.21091913E+05  0.31774678E+06
 0.21004757E+05  0.31655710E+06
 0.20917600E+05  0.31537365E+06
 0.20830443E+05  0.31419959E+06
 0.20743287E+05  0.31303728E+06
 0.20656130E+05  0.31188816E+06
 0.20568973E+05  0.31075276E+06
 0.20481817E+05  0.30963074E+06
 0.20394660E+05  0.30852105E+06
 0.20307503E+05  0.30742206E+06
 0.20220347E+05  0.30633168E+06
 0.20133190E+05  0.30524747E+06
 0.20046033E+05  0.30416674E+06
 0.19958877E+05  0.30308658E+06
 0.19871720E+05  0.30200393E+06
 0.19784563E+05  0.30091564E+06
 0.19697407E+05  0.29981850E+06
 0.19610250E+05  0.29870929E+06
 0.19523093E+05  0.29758490E+06
 0.19435937E+05  0.29644244E+06
 0.19348780E+05  0.29527937E+06
 0.19261623E+05  0.29409373E+06
 0.19174467E+05  0.29288432E+06
 0.19087310E+05  0.29165089E+06
 0.19000153E+05  0.29039431E+06
 0.18912997E+05  0.28911656E+06
 0.18825840E+05  0.28782061E+06
 0.18738683E+05  0.28651026E+06
 0.18651527E+05  0.28518989E+06
 0.18564370E+05  0.28386426E+06
 0.18477213E+05  0.28253837E+06
 0.18390057E+05  0.28121741E+06
 0.18302900E+05  0.27990655E+06
 0.18215743E+05  0.27861079E+06
 0.18128587E+05  0.27733461E+06
 0.18041430E+05  0.27608167E+06
 0.17954273E+05  0.27485458E+06
 0.17867117E+05  0.27365470E+06
 0.17779960E+05  0.27248223E+06
 0.17692803E+05  0.27133630E+06
 0.17605647E+05  0.27021516E+06
 0.17518490E+05  0.26911644E+06
 0.17431333E+05  0.26803727E+06
 0.17344177E+05  0.26697449E+06
 0.17257020E+05  0.26592473E+06
 0.17169863E+05  0.26488448E+06
 0.17082707E+05  0.26385012E+06
 0.16995550E+05  0.26281794E+06
 0.16908393E+05  0.26178416E+06
 0.16821237E+05  0.26074485E+06
 0.16734080E+05  0.25969595E+06
 0.16646923E+05  0.25863329E+06
 0.16559767E+05  0.25755251E+06
