"Magnetizzazione:0","Magnetizzazione:1","Magnetizzazione:2","Heff:0","Heff:1","Heff:2","Hms:0","Hms:1","Hms:2","Hext:0","Hext:1","Hext:2","Hex:0","Hex:1","Hex:2","Cell Type"
-3.01188e+005,-8.05534e+005,6.18834e+002,1.47785e+003,3.95256e+003,-3.03620e+000,-1.45063e+004,7.42211e+002,-1.26825e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.98420e+003,3.21035e+003,1.23789e+002,9
-2.49693e+005,-8.22954e+005,5.98416e+002,1.42904e+003,4.70992e+003,-3.42459e+000,-1.36101e+004,1.17508e+003,-1.14764e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.03914e+003,3.53484e+003,1.11340e+002,9
-1.97069e+005,-8.37116e+005,5.80773e+002,1.04184e+003,4.42556e+003,-3.07012e+000,-1.41407e+004,9.39805e+002,-1.04522e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.18256e+003,3.48575e+003,1.01452e+002,9
-1.44179e+005,-8.47828e+005,5.65883e+002,7.59266e+002,4.46478e+003,-2.97980e+000,-1.38257e+004,8.88782e+002,-9.48488e+001,1.40000e+004,0.00000e+000,0.00000e+000,5.84990e+002,3.57600e+003,9.18690e+001,9
-9.11686e+004,-8.55154e+005,5.53254e+002,4.65192e+002,4.36346e+003,-2.82279e+000,-1.42885e+004,8.53375e+002,-8.58459e+001,1.40000e+004,0.00000e+000,0.00000e+000,7.53704e+002,3.51008e+003,8.30231e+001,9
-3.87236e+004,-8.59128e+005,5.42699e+002,2.03691e+002,4.51910e+003,-2.85446e+000,-1.43627e+004,1.00326e+003,-7.67795e+001,1.40000e+004,0.00000e+000,0.00000e+000,5.66410e+002,3.51584e+003,7.39251e+001,9
1.37812e+004,-8.59889e+005,5.33756e+002,-8.28452e+001,5.16921e+003,-3.20849e+000,-1.44543e+004,1.64439e+003,-6.87503e+001,1.40000e+004,0.00000e+000,0.00000e+000,3.71430e+002,3.52482e+003,6.55418e+001,9
6.57988e+004,-8.57479e+005,5.25779e+002,-4.14816e+002,5.40581e+003,-3.31450e+000,-1.43231e+004,1.93150e+003,-6.09483e+001,1.40000e+004,0.00000e+000,0.00000e+000,-9.16979e+001,3.47431e+003,5.76338e+001,9
1.16993e+005,-8.52005e+005,5.18315e+002,-7.34208e+002,5.34691e+003,-3.25264e+000,-1.42481e+004,1.98834e+003,-5.40721e+001,1.40000e+004,0.00000e+000,0.00000e+000,-4.86137e+002,3.35857e+003,5.08194e+001,9
1.67666e+005,-8.43497e+005,5.10764e+002,-9.79458e+002,4.92747e+003,-2.98360e+000,-1.37765e+004,1.81790e+003,-4.83474e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.20297e+003,3.10957e+003,4.53638e+001,9
2.16246e+005,-8.32368e+005,5.04130e+002,-1.02111e+003,3.93043e+003,-2.38037e+000,-1.40068e+004,9.50505e+002,-4.23748e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.01429e+003,2.97992e+003,3.99944e+001,9
2.61781e+005,-8.19189e+005,4.98715e+002,-1.08492e+003,3.39502e+003,-2.06676e+000,-1.46697e+004,3.24064e+002,-3.66877e+001,1.40000e+004,0.00000e+000,0.00000e+000,-4.15260e+002,3.07095e+003,3.46210e+001,9
3.07424e+005,-8.03175e+005,4.92543e+002,-1.56986e+003,4.10142e+003,-2.51509e+000,-1.44901e+004,1.26342e+003,-3.30772e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.07977e+003,2.83800e+003,3.05621e+001,9
3.54413e+005,-7.83576e+005,4.85288e+002,-1.99851e+003,4.41852e+003,-2.73643e+000,-1.46155e+004,1.72942e+003,-3.07295e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.38301e+003,2.68910e+003,2.79931e+001,9
3.99303e+005,-7.61680e+005,4.78836e+002,-1.76589e+003,3.36848e+003,-2.11756e+000,-1.47725e+004,4.94332e+002,-2.80382e+001,1.40000e+004,0.00000e+000,0.00000e+000,-9.93420e+002,2.87415e+003,2.59206e+001,9
4.42244e+005,-7.37577e+005,4.72956e+002,-1.82312e+003,3.04061e+003,-1.94968e+000,-1.43093e+004,4.57093e+002,-2.57040e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.51385e+003,2.58352e+003,2.37543e+001,9
4.83319e+005,-7.11338e+005,4.67945e+002,-1.66016e+003,2.44339e+003,-1.60732e+000,-1.42177e+004,-1.68606e+002,-2.32416e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.44244e+003,2.61200e+003,2.16342e+001,9
5.22407e+005,-6.83148e+005,4.63709e+002,-1.70973e+003,2.23580e+003,-1.51761e+000,-1.39470e+004,-1.18411e+002,-2.08353e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.76272e+003,2.35421e+003,1.93177e+001,9
5.60375e+005,-6.52365e+005,4.58744e+002,-1.89035e+003,2.20067e+003,-1.54751e+000,-1.38668e+004,1.20850e+002,-1.92063e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.02352e+003,2.07982e+003,1.76588e+001,9
5.96210e+005,-6.19785e+005,4.54144e+002,-1.73035e+003,1.79877e+003,-1.31805e+000,-1.36919e+004,-1.89815e+002,-1.77262e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.03841e+003,1.98859e+003,1.64081e+001,9
6.29388e+005,-5.86064e+005,4.50772e+002,-1.55623e+003,1.44911e+003,-1.11461e+000,-1.35838e+004,-5.42364e+002,-1.61166e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.97239e+003,1.99147e+003,1.50020e+001,9
6.60593e+005,-5.50651e+005,4.48090e+002,-1.58769e+003,1.32345e+003,-1.07699e+000,-1.35383e+004,-5.52437e+002,-1.46261e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.04941e+003,1.87589e+003,1.35491e+001,9
6.89970e+005,-5.13363e+005,4.44876e+002,-1.35430e+003,1.00765e+003,-8.73266e-001,-1.31236e+004,-6.32175e+002,-1.36633e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.23069e+003,1.63982e+003,1.27900e+001,9
7.17293e+005,-4.74438e+005,4.41578e+002,-1.37519e+003,9.09587e+002,-8.46648e-001,-1.30513e+004,-5.56106e+002,-1.30194e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.32392e+003,1.46569e+003,1.21728e+001,9
7.42265e+005,-4.34329e+005,4.38822e+002,-1.15868e+003,6.77990e+002,-6.85074e-001,-1.28353e+004,-7.43435e+002,-1.23654e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.32339e+003,1.42143e+003,1.16803e+001,9
7.65086e+005,-3.92738e+005,4.35934e+002,-1.18243e+003,6.06970e+002,-6.73812e-001,-1.26635e+004,-3.93672e+002,-1.19538e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.51891e+003,1.00064e+003,1.12800e+001,9
7.85383e+005,-3.50391e+005,4.33623e+002,-8.80172e+002,3.92680e+002,-4.86051e-001,-1.24677e+004,-7.44304e+002,-1.15246e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.41246e+003,1.13698e+003,1.10385e+001,9
8.03224e+005,-3.07296e+005,4.32112e+002,-8.39957e+002,3.21349e+002,-4.51977e-001,-1.23227e+004,-4.86353e+002,-1.10598e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.51726e+003,8.07702e+002,1.06078e+001,9
8.18670e+005,-2.63399e+005,4.30492e+002,-5.76690e+002,1.85544e+002,-3.03363e-001,-1.20617e+004,-5.09230e+002,-1.08538e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.51503e+003,6.94774e+002,1.05505e+001,9
8.31651e+005,-2.18989e+005,4.29458e+002,-7.09012e+002,1.86695e+002,-3.66252e-001,-1.21647e+004,-2.02966e+002,-1.07264e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.54434e+003,3.89662e+002,1.03602e+001,9
8.42045e+005,-1.74812e+005,4.29190e+002,-4.68420e+002,9.72457e+001,-2.38886e-001,-1.20450e+004,-6.67591e+002,-1.05774e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.42337e+003,7.64837e+002,1.03385e+001,9
8.50143e+005,-1.29832e+005,4.28659e+002,-1.09907e+003,1.67847e+002,-5.54313e-001,-1.26170e+004,-4.19893e+002,-1.07556e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.48210e+003,5.87741e+002,1.02013e+001,9
8.55917e+005,-8.37014e+004,4.27936e+002,-1.41816e+003,1.38684e+002,-7.09194e-001,-1.28825e+004,-6.72596e+002,-1.11324e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.53567e+003,8.11280e+002,1.04232e+001,9
8.59218e+005,-3.66580e+004,4.27545e+002,-1.95103e+003,8.32395e+001,-9.70991e-001,-1.33078e+004,-2.27052e+002,-1.14360e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.64323e+003,3.10292e+002,1.04650e+001,9
8.59934e+005,1.06087e+004,4.27557e+002,-1.49164e+003,-1.84019e+001,-7.41809e-001,-1.28192e+004,-1.32648e+002,-1.15253e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.67245e+003,1.14246e+002,1.07835e+001,9
8.58081e+005,5.74188e+004,4.28107e+002,-1.23254e+003,-8.24762e+001,-6.15107e-001,-1.26001e+004,3.10423e+002,-1.13974e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.63244e+003,-3.92899e+002,1.07823e+001,9
8.53773e+005,1.03302e+005,4.28677e+002,-4.13095e+002,-4.99826e+001,-2.07596e-001,-1.18414e+004,4.15283e+002,-1.12545e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.57171e+003,-4.65266e+002,1.10469e+001,9
8.46953e+005,1.49235e+005,4.28935e+002,-8.33466e+002,-1.46859e+002,-4.22295e-001,-1.23666e+004,7.36138e+002,-1.14047e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.46688e+003,-8.82996e+002,1.09824e+001,9
8.37512e+005,1.95379e+005,4.29066e+002,-8.07362e+002,-1.88346e+002,-4.13817e-001,-1.23069e+004,4.63730e+002,-1.17944e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.50047e+003,-6.52076e+002,1.13805e+001,9
8.25713e+005,2.40410e+005,4.30145e+002,-7.51027e+002,-2.18665e+002,-3.91443e-001,-1.22173e+004,3.72422e+002,-1.20597e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.53375e+003,-5.91087e+002,1.16683e+001,9
8.11548e+005,2.84587e+005,4.31903e+002,-8.92500e+002,-3.12975e+002,-4.75197e-001,-1.24166e+004,5.31989e+002,-1.22868e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.47593e+003,-8.44964e+002,1.18116e+001,9
7.94992e+005,3.28005e+005,4.34009e+002,-1.12808e+003,-4.65433e+002,-6.16067e-001,-1.26899e+004,5.03310e+002,-1.25926e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.43817e+003,-9.68743e+002,1.19766e+001,9
7.76197e+005,3.70295e+005,4.36706e+002,-1.24502e+003,-5.93954e+002,-7.00699e-001,-1.27843e+004,3.73066e+002,-1.28613e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.46075e+003,-9.67021e+002,1.21606e+001,9
7.54968e+005,4.11853e+005,4.39354e+002,-1.55888e+003,-8.50407e+002,-9.07418e-001,-1.32170e+004,4.27338e+002,-1.33570e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.34191e+003,-1.27774e+003,1.24495e+001,9
7.31416e+005,4.52361e+005,4.42195e+002,-1.45337e+003,-8.98872e+002,-8.78903e-001,-1.29954e+004,2.72507e+002,-1.39489e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.45800e+003,-1.17138e+003,1.30700e+001,9
7.05525e+005,4.91767e+005,4.45068e+002,-1.52576e+003,-1.06349e+003,-9.62739e-001,-1.32559e+004,4.88271e+002,-1.46894e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.26988e+003,-1.55176e+003,1.37266e+001,9
6.77349e+005,5.29904e+005,4.48037e+002,-1.47851e+003,-1.15667e+003,-9.78210e-001,-1.32476e+004,5.01468e+002,-1.55439e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.23088e+003,-1.65814e+003,1.45657e+001,9
6.47213e+005,5.66317e+005,4.51716e+002,-1.54666e+003,-1.35334e+003,-1.07971e+000,-1.34439e+004,4.83767e+002,-1.62314e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.10280e+003,-1.83711e+003,1.51516e+001,9
6.15271e+005,6.00867e+005,4.55265e+002,-1.57475e+003,-1.53788e+003,-1.16547e+000,-1.34897e+004,3.52445e+002,-1.71639e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.08507e+003,-1.89033e+003,1.59984e+001,9
5.80879e+005,6.34176e+005,4.58418e+002,-2.10713e+003,-2.30047e+003,-1.66315e+000,-1.42523e+004,-1.30808e+002,-1.86550e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.85488e+003,-2.16966e+003,1.69919e+001,9
5.44259e+005,6.65869e+005,4.61396e+002,-1.80568e+003,-2.20914e+003,-1.53101e+000,-1.37951e+004,-9.72339e+001,-2.04799e+001,1.40000e+004,0.00000e+000,0.00000e+000,-2.01058e+003,-2.11191e+003,1.89489e+001,9
5.05744e+005,6.95574e+005,4.64440e+002,-1.81971e+003,-2.50273e+003,-1.67134e+000,-1.40792e+004,-1.06965e+002,-2.26039e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.74050e+003,-2.39576e+003,2.09326e+001,9
4.65410e+005,7.23183e+005,4.68052e+002,-1.64466e+003,-2.55558e+003,-1.65425e+000,-1.39522e+004,-7.40366e+001,-2.47261e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.69250e+003,-2.48154e+003,2.30719e+001,9
4.23390e+005,7.48559e+005,4.72273e+002,-1.65808e+003,-2.93151e+003,-1.84976e+000,-1.41629e+004,-2.83949e+002,-2.69682e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.49513e+003,-2.64756e+003,2.51184e+001,9
3.79542e+005,7.71717e+005,4.76501e+002,-1.51699e+003,-3.08447e+003,-1.90477e+000,-1.41808e+004,-3.04580e+002,-2.99665e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.33618e+003,-2.77989e+003,2.80618e+001,9
3.34488e+005,7.92286e+005,4.81395e+002,-1.38126e+003,-3.27173e+003,-1.98815e+000,-1.42360e+004,-3.57656e+002,-3.34703e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.14529e+003,-2.91407e+003,3.14822e+001,9
2.88258e+005,8.10251e+005,4.87021e+002,-1.23529e+003,-3.47222e+003,-2.08730e+000,-1.41626e+004,-4.83785e+002,-3.77114e+001,1.40000e+004,0.00000e+000,0.00000e+000,-1.07266e+003,-2.98844e+003,3.56241e+001,9
2.40450e+005,8.25702e+005,4.93773e+002,-1.12245e+003,-3.85448e+003,-2.30523e+000,-1.42660e+004,-7.46963e+002,-4.25723e+001,1.40000e+004,0.00000e+000,0.00000e+000,-8.56475e+002,-3.10752e+003,4.02671e+001,9
1.91478e+005,8.38413e+005,5.01530e+002,-8.78736e+002,-3.84768e+003,-2.30187e+000,-1.42897e+004,-6.25672e+002,-4.79553e+001,1.40000e+004,0.00000e+000,0.00000e+000,-5.89010e+002,-3.22200e+003,4.56535e+001,9
1.41520e+005,8.48276e+005,5.10450e+002,-7.13108e+002,-4.27439e+003,-2.57233e+000,-1.43559e+004,-9.80604e+002,-5.34947e+001,1.40000e+004,0.00000e+000,0.00000e+000,-3.57206e+002,-3.29378e+003,5.09223e+001,9
9.11844e+004,8.55152e+005,5.20132e+002,-4.27049e+002,-4.00498e+003,-2.43617e+000,-1.40973e+004,-6.72188e+002,-5.92252e+001,1.40000e+004,0.00000e+000,0.00000e+000,-3.29764e+002,-3.33279e+003,5.67890e+001,9
3.99713e+004,8.59070e+005,5.30919e+002,-2.21760e+002,-4.76610e+003,-2.94573e+000,-1.42892e+004,-1.35072e+003,-6.71959e+001,1.40000e+004,0.00000e+000,0.00000e+000,6.74684e+001,-3.41538e+003,6.42502e+001,9
-1.24882e+004,8.59909e+005,5.43758e+002,6.92967e+001,-4.77162e+003,-3.01750e+000,-1.41331e+004,-1.29646e+003,-7.74959e+001,1.40000e+004,0.00000e+000,0.00000e+000,2.02407e+002,-3.47516e+003,7.44784e+001,9
-6.49969e+004,8.57540e+005,5.59073e+002,3.53136e+002,-4.65912e+003,-3.03770e+000,-1.40557e+004,-1.14662e+003,-8.78132e+001,1.40000e+004,0.00000e+000,0.00000e+000,4.08839e+002,-3.51251e+003,8.47755e+001,9
-1.17372e+005,8.51953e+005,5.76219e+002,6.28880e+002,-4.56478e+003,-3.08756e+000,-1.39819e+004,-1.04039e+003,-9.71732e+001,1.40000e+004,0.00000e+000,0.00000e+000,6.10814e+002,-3.52439e+003,9.40856e+001,9
-1.69896e+005,8.43051e+005,5.95277e+002,9.57428e+002,-4.75092e+003,-3.35477e+000,-1.40738e+004,-1.27431e+003,-1.07344e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.03126e+003,-3.47661e+003,1.03989e+002,9
-2.21968e+005,8.30861e+005,6.16724e+002,1.21419e+003,-4.54488e+003,-3.37368e+000,-1.38984e+004,-1.06926e+003,-1.19331e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.11259e+003,-3.47562e+003,1.15958e+002,9
-2.73558e+005,8.15332e+005,6.40089e+002,1.58408e+003,-4.72130e+003,-3.70666e+000,-1.39096e+004,-1.34575e+003,-1.31544e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.49366e+003,-3.37555e+003,1.27837e+002,9
-3.24039e+005,7.96617e+005,6.64493e+002,1.73736e+003,-4.27114e+003,-3.56285e+000,-1.37725e+004,-8.80418e+002,-1.43493e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.50989e+003,-3.39072e+003,1.39930e+002,9
-3.73662e+005,7.74581e+005,6.92797e+002,2.21872e+003,-4.59929e+003,-4.11376e+000,-1.36868e+004,-1.33371e+003,-1.58612e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.90549e+003,-3.26558e+003,1.54498e+002,9
-4.22784e+005,7.48901e+005,7.25765e+002,2.47745e+003,-4.38844e+003,-4.25294e+000,-1.35897e+004,-1.15412e+003,-1.77123e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.06715e+003,-3.23432e+003,1.72870e+002,9
-4.70308e+005,7.20007e+005,7.58789e+002,2.60075e+003,-3.98156e+003,-4.19607e+000,-1.36362e+004,-8.13783e+002,-1.94558e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.23694e+003,-3.16778e+003,1.90362e+002,9
-5.15885e+005,6.88086e+005,7.88689e+002,2.71028e+003,-3.61496e+003,-4.14352e+000,-1.37473e+004,-5.69188e+002,-2.09016e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.45762e+003,-3.04577e+003,2.04873e+002,9
-5.59756e+005,6.52896e+005,8.19065e+002,2.96294e+003,-3.45596e+003,-4.33555e+000,-1.37733e+004,-6.01587e+002,-2.23591e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.73620e+003,-2.85437e+003,2.19256e+002,9
-6.01477e+005,6.14674e+005,8.52099e+002,2.90244e+003,-2.96613e+003,-4.11181e+000,-1.39775e+004,-2.06805e+002,-2.39741e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.87996e+003,-2.75932e+003,2.35629e+002,9
-6.40889e+005,5.73464e+005,8.84642e+002,3.18208e+003,-2.84731e+003,-4.39230e+000,-1.40401e+004,-4.36228e+002,-2.54827e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.22222e+003,-2.41108e+003,2.50434e+002,9
-6.77396e+005,5.29844e+005,9.13565e+002,2.99289e+003,-2.34097e+003,-4.03627e+000,-1.42264e+004,7.99351e+001,-2.67401e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.21927e+003,-2.42090e+003,2.63365e+002,9
-7.11246e+005,4.83455e+005,9.47365e+002,3.56479e+003,-2.42309e+003,-4.74814e+000,-1.40159e+004,-4.53520e+002,-2.83035e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.58071e+003,-1.96957e+003,2.78287e+002,9
-7.42438e+005,4.34034e+005,9.87429e+002,3.55108e+003,-2.07598e+003,-4.72276e+000,-1.41679e+004,-3.05016e+002,-3.02089e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.71894e+003,-1.77097e+003,2.97366e+002,9
-7.69995e+005,3.83023e+005,1.01583e+003,3.35046e+003,-1.66664e+003,-4.41999e+000,-1.44229e+004,-4.38327e+001,-3.14016e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.77331e+003,-1.62280e+003,3.09596e+002,9
-7.93783e+005,3.30918e+005,1.03332e+003,3.16975e+003,-1.32143e+003,-4.12610e+000,-1.46238e+004,2.15821e+002,-3.20831e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.79355e+003,-1.53725e+003,3.16705e+002,9
-8.14029e+005,2.77410e+005,1.04494e+003,3.80066e+003,-1.29521e+003,-4.87861e+000,-1.41801e+004,-3.01921e+002,-3.25568e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.98081e+003,-9.93293e+002,3.20689e+002,9
-8.30571e+005,2.23047e+005,1.05797e+003,3.30194e+003,-8.86726e+002,-4.20575e+000,-1.46465e+004,2.46157e+002,-3.31939e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.94848e+003,-1.13288e+003,3.27733e+002,9
-8.43624e+005,1.67024e+005,1.08223e+003,3.41236e+003,-6.75591e+002,-4.37726e+000,-1.47333e+004,-1.75133e+002,-3.44328e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.14566e+003,-5.00458e+002,3.39950e+002,9
-8.52807e+005,1.10991e+005,1.09335e+003,2.76484e+003,-3.59838e+002,-3.54444e+000,-1.54117e+004,-4.75305e+002,-3.48661e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.17649e+003,1.15466e+002,3.45117e+002,9
-8.57770e+005,6.18849e+004,1.05044e+003,1.35213e+003,-9.75510e+001,-1.65558e+000,-1.65283e+004,6.76439e+002,-3.23372e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.88040e+003,-7.73990e+002,3.21716e+002,9
-8.59900e+005,1.30395e+004,1.05816e+003,3.67549e+003,-5.57348e+001,-4.52264e+000,-1.42972e+004,1.99446e+003,-3.27061e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.97264e+003,-2.05019e+003,3.22539e+002,9
-8.59186e+005,-3.73660e+004,1.83182e+003,4.55529e+003,1.98110e+002,-9.71174e+000,-1.45906e+004,4.89068e+002,-6.10751e+002,1.40000e+004,0.00000e+000,0.00000e+000,5.14584e+003,-2.90958e+002,6.01040e+002,9
-8.53531e+005,-1.05263e+005,1.99222e+003,7.22708e+003,8.91286e+002,-1.68683e+001,-1.21129e+004,6.06641e+002,-6.54653e+002,1.40000e+004,0.00000e+000,0.00000e+000,5.34001e+003,2.84645e+002,6.37785e+002,9
-8.42135e+005,-1.74372e+005,1.93615e+003,6.35406e+003,1.31567e+003,-1.46082e+001,-1.27993e+004,-4.44540e+001,-6.41465e+002,1.40000e+004,0.00000e+000,0.00000e+000,5.15333e+003,1.36012e+003,6.26857e+002,9
-8.25260e+005,-2.41957e+005,1.81756e+003,4.45920e+003,1.30739e+003,-9.82056e+000,-1.45187e+004,-2.00789e+002,-6.10942e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.97792e+003,1.50817e+003,6.01121e+002,9
-8.03043e+005,-3.07765e+005,1.69572e+003,4.44730e+003,1.70442e+003,-9.39057e+000,-1.42487e+004,-2.76705e+002,-5.77408e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.69600e+003,1.98112e+003,5.68017e+002,9
-7.76120e+005,-3.70454e+005,1.58515e+003,4.51734e+003,2.15619e+003,-9.22581e+000,-1.38596e+004,-3.10942e+002,-5.45439e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.37690e+003,2.46713e+003,5.36213e+002,9
-7.44832e+005,-4.29910e+005,1.49831e+003,4.46275e+003,2.57586e+003,-8.97686e+000,-1.35759e+004,-3.06144e+002,-5.19385e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.03864e+003,2.88200e+003,5.10408e+002,9
-7.10136e+005,-4.85082e+005,1.42576e+003,4.03117e+003,2.75363e+003,-8.09307e+000,-1.37162e+004,-3.58902e+002,-4.96740e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.74742e+003,3.11253e+003,4.88647e+002,9
-6.73111e+005,-5.35275e+005,1.35070e+003,3.69205e+003,2.93602e+003,-7.40824e+000,-1.37488e+004,-3.42256e+002,-4.72062e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.44086e+003,3.27827e+003,4.64654e+002,9
-6.35150e+005,-5.79813e+005,1.25515e+003,3.10989e+003,2.83894e+003,-6.14518e+000,-1.43738e+004,-1.97660e+002,-4.39363e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.48371e+003,3.03660e+003,4.33218e+002,9
-5.95817e+005,-6.20161e+005,1.16107e+003,3.17484e+003,3.30455e+003,-6.18642e+000,-1.39438e+004,1.07345e+001,-4.06565e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.11866e+003,3.29382e+003,4.00378e+002,9
-5.54277e+005,-6.57553e+005,1.07675e+003,3.25432e+003,3.86068e+003,-6.32149e+000,-1.38139e+004,5.61305e+002,-3.77025e+002,1.40000e+004,0.00000e+000,0.00000e+000,3.06819e+003,3.29937e+003,3.70704e+002,9
-5.09418e+005,-6.92887e+005,1.01297e+003,3.63579e+003,4.94523e+003,-7.22932e+000,-1.27933e+004,1.11687e+003,-3.55297e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.42908e+003,3.82836e+003,3.48068e+002,9
-4.60176e+005,-7.26524e+005,9.67122e+002,3.51846e+003,5.55492e+003,-7.39415e+000,-1.23135e+004,1.35234e+003,-3.40123e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.83197e+003,4.20259e+003,3.32729e+002,9
-4.09531e+005,-7.56230e+005,9.11546e+002,2.48860e+003,4.59538e+003,-5.53884e+000,-1.32602e+004,4.75913e+002,-3.17714e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.74876e+003,4.11947e+003,3.12175e+002,9
-3.60839e+005,-7.80637e+005,8.45349e+002,1.75371e+003,3.79396e+003,-4.10813e+000,-1.43677e+004,-1.48656e+001,-2.87336e+002,1.40000e+004,0.00000e+000,0.00000e+000,2.12137e+003,3.80883e+003,2.83228e+002,9
-3.13171e+005,-8.00951e+005,7.76290e+002,1.57524e+003,4.02876e+003,-3.90440e+000,-1.39208e+004,6.12519e+001,-2.52855e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.49604e+003,3.96750e+003,2.48951e+002,9
-2.66925e+005,-8.17527e+005,7.13647e+002,1.40003e+003,4.28796e+003,-3.74281e+000,-1.39870e+004,3.86511e+002,-2.18768e+002,1.40000e+004,0.00000e+000,0.00000e+000,1.38706e+003,3.90145e+003,2.15025e+002,9
-2.17157e+005,-8.32131e+005,6.80054e+002,1.37570e+003,5.27162e+003,-4.30791e+000,-1.34654e+004,1.21617e+003,-2.02448e+002,1.40000e+004,0.00000e+000,0.00000e+000,8.41086e+002,4.05545e+003,1.98141e+002,9
-1.62381e+005,-8.44531e+005,6.56864e+002,1.11118e+003,5.77917e+003,-4.49469e+000,-1.33205e+004,1.58837e+003,-1.92664e+002,1.40000e+004,0.00000e+000,0.00000e+000,4.31683e+002,4.19080e+003,1.88170e+002,9
-1.05831e+005,-8.53463e+005,6.32212e+002,7.08968e+002,5.71739e+003,-4.23496e+000,-1.31184e+004,1.51146e+003,-1.79596e+002,1.40000e+004,0.00000e+000,0.00000e+000,-1.72649e+002,4.20593e+003,1.75361e+002,9
