 0.15000000E+06  0.85604415E+06
 0.14925000E+06  0.85602873E+06
 0.14850000E+06  0.85601322E+06
 0.14775000E+06  0.85599763E+06
 0.14700000E+06  0.85598195E+06
 0.14625000E+06  0.85596617E+06
 0.14550000E+06  0.85595031E+06
 0.14475000E+06  0.85593436E+06
 0.14400000E+06  0.85591831E+06
 0.14325000E+06  0.85590218E+06
 0.14250000E+06  0.85588595E+06
 0.14175000E+06  0.85586962E+06
 0.14100000E+06  0.85585320E+06
 0.14025000E+06  0.85583669E+06
 0.13950000E+06  0.85582008E+06
 0.13875000E+06  0.85580338E+06
 0.13800000E+06  0.85578658E+06
 0.13725000E+06  0.85576968E+06
 0.13650000E+06  0.85575268E+06
 0.13575000E+06  0.85573559E+06
 0.13500000E+06  0.85571839E+06
 0.13425000E+06  0.85570109E+06
 0.13350000E+06  0.85568369E+06
 0.13275000E+06  0.85566619E+06
 0.13200000E+06  0.85564859E+06
 0.13125000E+06  0.85563088E+06
 0.13050000E+06  0.85561307E+06
 0.12975000E+06  0.85559515E+06
 0.12900000E+06  0.85557713E+06
 0.12825000E+06  0.85555900E+06
 0.12750000E+06  0.85554076E+06
 0.12675000E+06  0.85552241E+06
 0.12600000E+06  0.85550395E+06
 0.12525000E+06  0.85548539E+06
 0.12450000E+06  0.85546671E+06
 0.12375000E+06  0.85544792E+06
 0.12300000E+06  0.85542901E+06
 0.12225000E+06  0.85541000E+06
 0.12150000E+06  0.85539086E+06
 0.12075000E+06  0.85537162E+06
 0.12000000E+06  0.85535225E+06
 0.11925000E+06  0.85533277E+06
 0.11850000E+06  0.85531317E+06
 0.11775000E+06  0.85529345E+06
 0.11700000E+06  0.85527361E+06
 0.11625000E+06  0.85525365E+06
 0.11550000E+06  0.85523357E+06
 0.11475000E+06  0.85521337E+06
 0.11400000E+06  0.85519304E+06
 0.11325000E+06  0.85517258E+06
 0.11250000E+06  0.85515200E+06
 0.11175000E+06  0.85513130E+06
 0.11100000E+06  0.85511046E+06
 0.11025000E+06  0.85508950E+06
 0.10950000E+06  0.85506840E+06
 0.10875000E+06  0.85504718E+06
 0.10800000E+06  0.85502582E+06
 0.10725000E+06  0.85500433E+06
 0.10650000E+06  0.85498271E+06
 0.10575000E+06  0.85496095E+06
 0.10500000E+06  0.85493905E+06
 0.10425000E+06  0.85491702E+06
 0.10350000E+06  0.85489485E+06
 0.10275000E+06  0.85487253E+06
 0.10200000E+06  0.85485008E+06
 0.10125000E+06  0.85482749E+06
 0.10050000E+06  0.85480475E+06
 0.99750000E+05  0.85478187E+06
 0.99000000E+05  0.85475884E+06
 0.98250000E+05  0.85473566E+06
 0.97500000E+05  0.85471234E+06
 0.96750000E+05  0.85468887E+06
 0.96000000E+05  0.85466525E+06
 0.95250000E+05  0.85464148E+06
 0.94500000E+05  0.85461755E+06
 0.93750000E+05  0.85459347E+06
 0.93000000E+05  0.85456923E+06
 0.92250000E+05  0.85454484E+06
 0.91500000E+05  0.85452029E+06
 0.90750000E+05  0.85449558E+06
 0.90000000E+05  0.85447071E+06
 0.89250000E+05  0.85444568E+06
 0.88500000E+05  0.85442048E+06
 0.87750000E+05  0.85439512E+06
 0.87000000E+05  0.85436960E+06
 0.86250000E+05  0.85434390E+06
 0.85500000E+05  0.85431804E+06
 0.84750000E+05  0.85429201E+06
 0.84000000E+05  0.85426580E+06
 0.83250000E+05  0.85423942E+06
 0.82500000E+05  0.85421287E+06
 0.81750000E+05  0.85418614E+06
 0.81000000E+05  0.85415924E+06
 0.80250000E+05  0.85413215E+06
 0.79500000E+05  0.85410488E+06
 0.78750000E+05  0.85407744E+06
 0.78000000E+05  0.85404980E+06
 0.77250000E+05  0.85402198E+06
 0.76500000E+05  0.85399398E+06
 0.75750000E+05  0.85396579E+06
 0.75000000E+05  0.85393740E+06
 0.74250000E+05  0.85390883E+06
 0.73500000E+05  0.85388006E+06
 0.72750000E+05  0.85385109E+06
 0.72000000E+05  0.85382193E+06
 0.71250000E+05  0.85379257E+06
 0.70500000E+05  0.85376301E+06
 0.69750000E+05  0.85373325E+06
 0.69000000E+05  0.85370328E+06
 0.68250000E+05  0.85367311E+06
 0.67500000E+05  0.85364273E+06
 0.66750000E+05  0.85361214E+06
 0.66000000E+05  0.85358134E+06
 0.65250000E+05  0.85355032E+06
 0.64500000E+05  0.85351909E+06
 0.63750000E+05  0.85348765E+06
 0.63000000E+05  0.85345598E+06
 0.62250000E+05  0.85342410E+06
 0.61500000E+05  0.85339199E+06
 0.60750000E+05  0.85335966E+06
 0.60000000E+05  0.85332710E+06
 0.59250000E+05  0.85329431E+06
 0.58500000E+05  0.85326129E+06
 0.57750000E+05  0.85322803E+06
 0.57000000E+05  0.85319454E+06
 0.56250000E+05  0.85316082E+06
 0.55500000E+05  0.85312685E+06
 0.54750000E+05  0.85309264E+06
 0.54000000E+05  0.85305819E+06
 0.53250000E+05  0.85302349E+06
 0.52500000E+05  0.85298855E+06
 0.51750000E+05  0.85295335E+06
 0.51000000E+05  0.85291790E+06
 0.50250000E+05  0.85288220E+06
 0.49500000E+05  0.85284623E+06
 0.48750000E+05  0.85281001E+06
 0.48000000E+05  0.85277352E+06
 0.47250000E+05  0.85273677E+06
 0.46500000E+05  0.85269975E+06
 0.45750000E+05  0.85266246E+06
 0.45000000E+05  0.85262490E+06
 0.44250000E+05  0.85258706E+06
 0.43500000E+05  0.85254895E+06
 0.42750000E+05  0.85251055E+06
 0.42000000E+05  0.85247187E+06
 0.41250000E+05  0.85243290E+06
 0.40500000E+05  0.85239365E+06
 0.39750000E+05  0.85235410E+06
 0.39000000E+05  0.85231426E+06
 0.38250000E+05  0.85227412E+06
 0.37500000E+05  0.85223368E+06
 0.36750000E+05  0.85219294E+06
 0.36000000E+05  0.85215189E+06
 0.35250000E+05  0.85211053E+06
 0.34500000E+05  0.85206886E+06
 0.33750000E+05  0.85202687E+06
 0.33000000E+05  0.85198456E+06
 0.32250000E+05  0.85194193E+06
 0.31500000E+05  0.85189898E+06
 0.30750000E+05  0.85185569E+06
 0.30000000E+05  0.85181207E+06
 0.29250000E+05  0.85176812E+06
 0.28500000E+05  0.85172382E+06
 0.27750000E+05  0.85167918E+06
 0.27000000E+05  0.85163419E+06
 0.26250000E+05  0.85158885E+06
 0.25500000E+05  0.85154315E+06
 0.24750000E+05  0.85149710E+06
 0.24000000E+05  0.85145067E+06
 0.23250000E+05  0.85140388E+06
 0.22500000E+05  0.85135670E+06
 0.21750000E+05  0.85130915E+06
 0.21000000E+05  0.85126121E+06
 0.20250000E+05  0.85121288E+06
 0.19500000E+05  0.85116415E+06
 0.18750000E+05  0.85111501E+06
 0.18000000E+05  0.85106545E+06
 0.17250000E+05  0.85101547E+06
 0.16500000E+05  0.85096505E+06
 0.15750000E+05  0.85091418E+06
 0.15000000E+05  0.85086284E+06
 0.14250000E+05  0.85081103E+06
 0.13500000E+05  0.85075871E+06
 0.12750000E+05  0.85070585E+06
 0.12000000E+05  0.85065243E+06
 0.11250000E+05  0.85059839E+06
 0.10500000E+05  0.85054367E+06
 0.97500000E+04  0.85048816E+06
 0.90000000E+04  0.85043172E+06
 0.82500000E+04  0.85037406E+06
 0.75000000E+04  0.85031457E+06
 0.67500000E+04  0.85025078E+06
 0.60000000E+04  0.85013809E+06
 0.52500000E+04  0.71556098E+06
 0.45000000E+04  0.69974642E+06
 0.37500000E+04  0.68747185E+06
 0.30000000E+04  0.67721922E+06
 0.22500000E+04  0.66828170E+06
 0.15000000E+04  0.66022005E+06
 0.75000000E+03  0.65253946E+06
 0.00000000E+00  0.64286642E+06
 -.75000000E+03  0.29347105E+03
 -.15000000E+04  -.44536745E+04
 -.22500000E+04  -.92938626E+04
 -.30000000E+04  -.14242408E+05
 -.37500000E+04  -.19315438E+05
 -.45000000E+04  -.24527399E+05
 -.52500000E+04  -.29887797E+05
 -.60000000E+04  -.35397547E+05
 -.67500000E+04  -.41045799E+05
 -.75000000E+04  -.46808669E+05
 -.82500000E+04  -.52651174E+05
 -.90000000E+04  -.58532417E+05
 -.97500000E+04  -.64412244E+05
 -.10500000E+05  -.70256738E+05
 -.11250000E+05  -.76040736E+05
 -.12000000E+05  -.81747441E+05
 -.12750000E+05  -.87366292E+05
 -.13500000E+05  -.92890522E+05
