1.000000000000000000e+05 8.507813747743648710e+05 
9.900000000000000000e+04 8.507047363293727394e+05 
9.800000000000000000e+04 8.506271882991605671e+05 
9.700000000000000000e+04 8.505487169802199351e+05 
9.600000000000000000e+04 8.504693080504755490e+05 
9.500000000000000000e+04 8.503889470601854846e+05 
9.400000000000000000e+04 8.503076191312556621e+05 
9.300000000000000000e+04 8.502253092357605929e+05 
9.200000000000000000e+04 8.501420019116949989e+05 
9.100000000000000000e+04 8.500576815243350575e+05 
9.000000000000000000e+04 8.499723320311536081e+05 
8.900000000000000000e+04 8.498859370611481136e+05 
8.800000000000000000e+04 8.497984800238120370e+05 
8.700000000000000000e+04 8.497099438515317161e+05 
8.600000000000000000e+04 8.496203112672764109e+05 
8.500000000000000000e+04 8.495295645072708139e+05 
8.400000000000000000e+04 8.494376855723974295e+05 
8.300000000000000000e+04 8.493446559658385813e+05 
8.200000000000000000e+04 8.492504569284747122e+05 
8.100000000000000000e+04 8.491550692215879681e+05 
8.000000000000000000e+04 8.490584731941404752e+05 
7.900000000000000000e+04 8.489606488826834830e+05 
7.800000000000000000e+04 8.488615758014863823e+05 
7.700000000000000000e+04 8.487612330183644081e+05 
7.600000000000000000e+04 8.486595992652975256e+05 
7.500000000000000000e+04 8.485566527049264405e+05 
7.400000000000000000e+04 8.484523710595715092e+05 
7.300000000000000000e+04 8.483467315638334258e+05 
7.200000000000000000e+04 8.482397108946802327e+05 
7.100000000000000000e+04 8.481312853754191892e+05 
7.000000000000000000e+04 8.480214306429611752e+05 
6.900000000000000000e+04 8.479101218383075902e+05 
6.800000000000000000e+04 8.477973334729869384e+05 
6.700000000000000000e+04 8.476830396168975858e+05 
6.600000000000000000e+04 8.475672137275757268e+05 
6.500000000000000000e+04 8.474498284855945967e+05 
6.400000000000000000e+04 8.473308561115417397e+05 
6.300000000000000000e+04 8.472102681583991507e+05 
6.200000000000000000e+04 8.470880353715678211e+05 
6.100000000000000000e+04 8.469641279493903276e+05 
6.000000000000000000e+04 8.468385153606240638e+05 
5.900000000000000000e+04 8.467111662278383737e+05 
5.800000000000000000e+04 8.465820485324331094e+05 
5.700000000000000000e+04 8.464511294562622206e+05 
5.600000000000000000e+04 8.463183752868968295e+05 
5.500000000000000000e+04 8.461837515683950623e+05 
5.400000000000000000e+04 8.460472229657559656e+05 
5.300000000000000000e+04 8.459087531903344207e+05 
5.200000000000000000e+04 8.457683051147117512e+05 
5.100000000000000000e+04 8.456258405962223187e+05 
5.000000000000000000e+04 8.454813205210723681e+05 
4.900000000000000000e+04 8.453347047510242555e+05 
4.800000000000000000e+04 8.451859520862379577e+05 
4.700000000000000000e+04 8.450350202897178242e+05 
4.600000000000000000e+04 8.448818658846578328e+05 
4.500000000000000000e+04 8.447264439632869326e+05 
4.400000000000000000e+04 8.445687090023925994e+05 
4.300000000000000000e+04 8.444086137282163836e+05 
4.200000000000000000e+04 8.442461097646863200e+05 
4.100000000000000000e+04 8.440811471757948166e+05 
4.000000000000000000e+04 8.439136746871091891e+05 
3.900000000000000000e+04 8.437436394533038838e+05 
3.800000000000000000e+04 8.435709873278029263e+05 
3.700000000000000000e+04 8.433956618555007735e+05 
3.600000000000000000e+04 8.432176052218379918e+05 
3.500000000000000000e+04 8.430367578397786710e+05 
3.400000000000000000e+04 8.428530580435484881e+05 
3.300000000000000000e+04 8.426664421597985784e+05 
3.200000000000000000e+04 8.424768447902560001e+05 
3.100000000000000000e+04 8.422841984718053136e+05 
3.000000000000000000e+04 8.420884308825987391e+05 
2.900000000000000000e+04 8.418894698739052983e+05 
2.800000000000000000e+04 8.416872392100851284e+05 
2.700000000000000000e+04 8.414816596273727482e+05 
2.600000000000000000e+04 8.412726485389276640e+05 
2.500000000000000000e+04 8.410601194922433933e+05 
2.400000000000000000e+04 8.408439818232953548e+05 
2.300000000000000000e+04 8.406241400529388338e+05 
2.200000000000000000e+04 8.404004931987849995e+05 
2.100000000000000000e+04 8.401729338565892540e+05 
2.000000000000000000e+04 8.399413470091515919e+05 
1.900000000000000000e+04 8.397056084655427840e+05 
1.800000000000000000e+04 8.394655827085437486e+05 
1.700000000000000000e+04 8.392211199722375022e+05 
1.600000000000000000e+04 8.389720520975388354e+05 
1.500000000000000000e+04 8.387181866031906102e+05 
1.400000000000000000e+04 8.384592979470137507e+05 
1.300000000000000000e+04 8.381951143437735736e+05 
1.200000000000000000e+04 8.379252972964348737e+05 
1.100000000000000000e+04 8.376494087181227515e+05 
1.000000000000000000e+04 8.373668560718958033e+05 
9.000000000000000000e+03 8.370767962330706650e+05 
8.000000000000000000e+03 8.367779548874030588e+05 
7.000000000000000000e+03 8.364682366522018565e+05 
6.000000000000000000e+03 8.361432872720740270e+05 
5.000000000000000000e+03 5.229249094463150250e+05 
4.000000000000000000e+03 5.461111253231840965e+04 
3.000000000000000000e+03 4.503006262921706366e+04 
2.000000000000000000e+03 3.478394456369608088e+04 
1.000000000000000000e+03 1.936751377096063516e+04 
0.000000000000000000e+00 1.176142678639287851e+03 
-1.000000000000000000e+03 -9.868505554814653806e+03 
-2.000000000000000000e+03 -2.173500368795547183e+04 
-3.000000000000000000e+03 -4.324962979649110639e+04 
-4.000000000000000000e+03 -5.599404250504687661e+04 
-5.000000000000000000e+03 -7.881269812993095547e+04 
-6.000000000000000000e+03 -8.893975066641383455e+04 
-7.000000000000000000e+03 -9.850196670292220369e+04 
-8.000000000000000000e+03 -1.205516350591375667e+05 
-9.000000000000000000e+03 -1.295307996163237694e+05 
-1.000000000000000000e+04 -1.368626754173209192e+05 
-1.100000000000000000e+04 -1.449322778814070916e+05 
-1.200000000000000000e+04 -1.707680581391174928e+05 
-1.300000000000000000e+04 -1.786303935112434265e+05 
-1.400000000000000000e+04 -1.854863823960328591e+05 
-1.500000000000000000e+04 -1.932249475297570752e+05 
-1.600000000000000000e+04 -2.200660574277363776e+05 
-1.700000000000000000e+04 -2.273597913158673327e+05 
-1.800000000000000000e+04 -2.339208109962449817e+05 
-1.900000000000000000e+04 -2.413122876350746083e+05 
-2.000000000000000000e+04 -2.650386115372751956e+05 
-2.100000000000000000e+04 -2.726961742582902079e+05 
-2.200000000000000000e+04 -2.790191204822810832e+05 
-2.300000000000000000e+04 -2.854614779123874614e+05 
-2.400000000000000000e+04 -2.937181649936550530e+05 
-2.500000000000000000e+04 -3.154095185954096378e+05 
-2.600000000000000000e+04 -3.253065963486527326e+05 
-2.700000000000000000e+04 -3.327268259019756224e+05 
-2.800000000000000000e+04 -3.402696781183422427e+05 
-2.900000000000000000e+04 -3.608063657358804485e+05 
-3.000000000000000000e+04 -3.701489013449884369e+05 
-3.100000000000000000e+04 -3.767350939358043252e+05 
-3.200000000000000000e+04 -3.831418617539927945e+05 
-3.300000000000000000e+04 -3.907435261503453366e+05 
-3.400000000000000000e+04 -4.129510536560321343e+05 
-3.500000000000000000e+04 -4.205865086801094585e+05 
-3.600000000000000000e+04 -4.272944039670689381e+05 
-3.700000000000000000e+04 -4.549058459803884034e+05 
-3.800000000000000000e+04 -4.592280419601735193e+05 
-3.900000000000000000e+04 -4.630867826650606003e+05 
-4.000000000000000000e+04 -4.667082578117799712e+05 
-4.100000000000000000e+04 -4.701880909586187336e+05 
-4.200000000000000000e+04 -4.735801352772267419e+05 
-4.300000000000000000e+04 -4.769222012477866374e+05 
-4.400000000000000000e+04 -4.802431112991494010e+05 
-4.500000000000000000e+04 -4.835758135843190830e+05 
-4.600000000000000000e+04 -4.869572405536032747e+05 
-4.700000000000000000e+04 -4.904429325113226660e+05 
-4.800000000000000000e+04 -4.941349879137545940e+05 
-4.900000000000000000e+04 -4.982932404311053688e+05 
-5.000000000000000000e+04 -5.049602109771739342e+05 
-5.100000000000000000e+04 -5.252275732527434593e+05 
-5.200000000000000000e+04 -5.297236480452143587e+05 
-5.300000000000000000e+04 -5.338448590668798424e+05 
-5.400000000000000000e+04 -5.378027686779273208e+05 
-5.500000000000000000e+04 -5.417170291002125014e+05 
-5.600000000000000000e+04 -5.456926809339202009e+05 
-5.700000000000000000e+04 -5.498695983582044719e+05 
-5.800000000000000000e+04 -5.545311571971492376e+05 
-5.900000000000000000e+04 -5.607907284600707935e+05 
-6.000000000000000000e+04 -5.813440203744607279e+05 
-6.100000000000000000e+04 -5.883387840874437243e+05 
-6.200000000000000000e+04 -5.946629737823551986e+05 
