 0.44000000E+05  0.84050440E+06
 0.43000000E+05  0.84029246E+06
 0.42000000E+05  0.84007698E+06
 0.41000000E+05  0.83985786E+06
 0.40000000E+05  0.83963502E+06
 0.39000000E+05  0.83940834E+06
 0.38000000E+05  0.83917772E+06
 0.37000000E+05  0.83894306E+06
 0.36000000E+05  0.83870422E+06
 0.35000000E+05  0.83846109E+06
 0.34000000E+05  0.83821353E+06
 0.33000000E+05  0.83796138E+06
 0.32000000E+05  0.83770446E+06
 0.31000000E+05  0.83744258E+06
 0.30000000E+05  0.83717546E+06
 0.29000000E+05  0.83690273E+06
 0.28000000E+05  0.83662379E+06
 0.27000000E+05  0.83633744E+06
 0.26000000E+05  0.83604068E+06
 0.25000000E+05  0.83572303E+06
 0.24000000E+05  0.83532222E+06
 0.23000000E+05  0.83195936E+06
 0.22000000E+05  0.81160937E+06
 0.21000000E+05  0.79961658E+06
 0.20000000E+05  0.79008790E+06
 0.19000000E+05  0.78191379E+06
 0.18000000E+05  0.77453914E+06
 0.17000000E+05  0.76770973E+06
 0.16000000E+05  0.23454318E+06
 0.15000000E+05  0.22952342E+06
 0.14000000E+05  0.22447503E+06
 0.13000000E+05  0.21944152E+06
 0.12000000E+05  0.21445156E+06
 0.11000000E+05  0.19424362E+06
 0.10000000E+05  0.15929260E+06
 0.90000000E+04  0.15393550E+06
 0.80000000E+04  0.14847453E+06
 0.70000000E+04  0.11064812E+06
 0.60000000E+04  0.10481346E+06
 0.50000000E+04  0.98485863E+05
 0.40000000E+04  0.78668810E+05
 0.30000000E+04  0.73004096E+05
 0.20000000E+04  0.32771898E+05
 0.10000000E+04  0.27122981E+05
 0.00000000E+00  0.21557127E+05
 -.10000000E+04  0.15915144E+05
 -.20000000E+04  -.20434961E+05
 -.30000000E+04  -.25560764E+05
 -.40000000E+04  -.45591186E+05
 -.50000000E+04  -.79251474E+05
 -.60000000E+04  -.84508674E+05
 -.70000000E+04  -.89908042E+05
 -.80000000E+04  -.13455591E+06
 -.90000000E+04  -.13932686E+06
 -.10000000E+05  -.14402070E+06
 -.11000000E+05  -.14864885E+06
 -.12000000E+05  -.15322761E+06
 -.13000000E+05  -.15777892E+06
 -.14000000E+05  -.16233384E+06
 -.15000000E+05  -.16694168E+06
 -.16000000E+05  -.17169768E+06
 -.17000000E+05  -.17687862E+06
 -.18000000E+05  -.26187725E+06
 -.19000000E+05  -.26666736E+06
 -.20000000E+05  -.27141247E+06
 -.21000000E+05  -.27620028E+06
 -.22000000E+05  -.29971756E+06
 -.23000000E+05  -.32892886E+06
 -.24000000E+05  -.33776326E+06
 -.25000000E+05  -.34274382E+06
 -.26000000E+05  -.34750209E+06
 -.27000000E+05  -.35210983E+06
 -.28000000E+05  -.38149822E+06
 -.29000000E+05  -.38628031E+06
 -.30000000E+05  -.39078508E+06
 -.31000000E+05  -.39511151E+06
 -.32000000E+05  -.42339747E+06
 -.33000000E+05  -.42806776E+06
 -.34000000E+05  -.43246747E+06
 -.35000000E+05  -.43670811E+06
 -.36000000E+05  -.46404700E+06
 -.37000000E+05  -.46831061E+06
 -.38000000E+05  -.47244608E+06
 -.39000000E+05  -.47648489E+06
 -.40000000E+05  -.48045730E+06
 -.41000000E+05  -.50524319E+06
 -.42000000E+05  -.50894658E+06
 -.43000000E+05  -.51273544E+06
 -.44000000E+05  -.51657091E+06
 -.45000000E+05  -.54115189E+06
 -.46000000E+05  -.54445044E+06
 -.47000000E+05  -.54770367E+06
 -.48000000E+05  -.55091793E+06
 -.49000000E+05  -.55410006E+06
 -.50000000E+05  -.55725752E+06
 -.51000000E+05  -.56039878E+06
 -.52000000E+05  -.60490088E+06
 -.53000000E+05  -.60829637E+06
 -.54000000E+05  -.61197982E+06
 -.55000000E+05  -.63194927E+06
 -.56000000E+05  -.63562133E+06
 -.57000000E+05  -.64001359E+06
 -.58000000E+05  -.65698252E+06
 -.59000000E+05  -.66009990E+06
 -.60000000E+05  -.66317368E+06
 -.61000000E+05  -.66627936E+06
 -.62000000E+05  -.66958033E+06
 -.63000000E+05  -.68877761E+06
 -.64000000E+05  -.69130624E+06
 -.65000000E+05  -.69375893E+06
 -.66000000E+05  -.69615155E+06
 -.67000000E+05  -.69850067E+06
 -.68000000E+05  -.70082553E+06
 -.69000000E+05  -.70315083E+06
 -.70000000E+05  -.70551318E+06
 -.71000000E+05  -.70798137E+06
 -.72000000E+05  -.71077584E+06
 -.73000000E+05  -.73066908E+06
 -.74000000E+05  -.73262163E+06
 -.75000000E+05  -.73453712E+06
 -.76000000E+05  -.73643087E+06
 -.77000000E+05  -.73832100E+06
 -.78000000E+05  -.74023069E+06
 -.79000000E+05  -.74219278E+06
 -.80000000E+05  -.74426073E+06
 -.81000000E+05  -.74654220E+06
 -.82000000E+05  -.74938281E+06
 -.83000000E+05  -.84670881E+06
 -.84000000E+05  -.84682810E+06
 -.85000000E+05  -.84694588E+06
 -.86000000E+05  -.84706217E+06
 -.87000000E+05  -.84717701E+06
 -.88000000E+05  -.84729042E+06
 -.89000000E+05  -.84740242E+06
 -.90000000E+05  -.84751303E+06
 -.91000000E+05  -.84762228E+06
 -.92000000E+05  -.84773020E+06
 -.93000000E+05  -.84783680E+06
 -.94000000E+05  -.84794210E+06
 -.95000000E+05  -.84804613E+06
 -.96000000E+05  -.84814891E+06
 -.97000000E+05  -.84825046E+06
 -.98000000E+05  -.84835079E+06
 -.99000000E+05  -.84844994E+06
 -.10000000E+06  -.84854790E+06
 #-.10000000E+06  -.84854790E+06
 #-.98000000E+05  -.84835079E+06
 #-.96000000E+05  -.84814891E+06
 #-.94000000E+05  -.84794210E+06
 #-.92000000E+05  -.84773020E+06
 #-.90000000E+05  -.84751303E+06
 #-.88000000E+05  -.84729042E+06
 #-.86000000E+05  -.84706217E+06
 #-.84000000E+05  -.84682810E+06
 #-.82000000E+05  -.84658799E+06
 #-.80000000E+05  -.84634162E+06
 #-.78000000E+05  -.84608877E+06
 #-.76000000E+05  -.84582920E+06
 #-.74000000E+05  -.84556265E+06
 #-.72000000E+05  -.84528886E+06
 #-.70000000E+05  -.84500755E+06
 #-.68000000E+05  -.84471843E+06
 #-.66000000E+05  -.84442117E+06
 #-.64000000E+05  -.84411546E+06
 #-.62000000E+05  -.84380094E+06
 #-.60000000E+05  -.84347724E+06
 #-.58000000E+05  -.84314397E+06
 #-.56000000E+05  -.84280071E+06
 #-.54000000E+05  -.84244702E+06
 #-.52000000E+05  -.84208243E+06
 #-.50000000E+05  -.84170643E+06
 #-.48000000E+05  -.84131848E+06
 #-.46000000E+05  -.84091802E+06
 #-.44000000E+05  -.84050440E+06
 #-.42000000E+05  -.84007698E+06
 #-.40000000E+05  -.83963502E+06
 #-.38000000E+05  -.83917772E+06
 #-.36000000E+05  -.83870422E+06
 #-.34000000E+05  -.83821353E+06
 #-.32000000E+05  -.83770446E+06
 #-.30000000E+05  -.83717546E+06
 #-.28000000E+05  -.83662379E+06
 #-.26000000E+05  -.83604068E+06
 #-.24000000E+05  -.83532222E+06
 #-.22000000E+05  -.81160937E+06
 #-.20000000E+05  -.79008790E+06
 #-.18000000E+05  -.77453914E+06
 #-.16000000E+05  -.23454318E+06
 #-.14000000E+05  -.22447503E+06
 #-.12000000E+05  -.21445156E+06
 #-.10000000E+05  -.15929260E+06
 #-.80000000E+04  -.14847453E+06
 #-.60000000E+04  -.10481346E+06
 #-.40000000E+04  -.78668810E+05
 #-.20000000E+04  -.32771898E+05
 #0.00000000E+00  -.21557127E+05
 #0.20000000E+04  0.20434961E+05
 #0.40000000E+04  0.45591186E+05
 #0.60000000E+04  0.84508674E+05
 #0.80000000E+04  0.11378717E+06
 #0.10000000E+05  0.14402070E+06
 #0.12000000E+05  0.15322761E+06
 #0.14000000E+05  0.16233384E+06
 #0.16000000E+05  0.17169768E+06
 #0.18000000E+05  0.26187725E+06
 #0.20000000E+05  0.27141247E+06
 #0.22000000E+05  0.29971756E+06
 #0.24000000E+05  0.33776326E+06
 #0.26000000E+05  0.34750209E+06
 #0.28000000E+05  0.38149822E+06
 #0.30000000E+05  0.39078508E+06
 #0.32000000E+05  0.42339747E+06
 #0.34000000E+05  0.43246747E+06
 #0.36000000E+05  0.46404700E+06
 #0.38000000E+05  0.47244608E+06
 #0.40000000E+05  0.48045730E+06
 #0.42000000E+05  0.50894658E+06
 #0.44000000E+05  0.51657091E+06
 #0.46000000E+05  0.54445044E+06
 #0.48000000E+05  0.55091793E+06
 #0.50000000E+05  0.55725752E+06
 #0.52000000E+05  0.60490088E+06
 #0.54000000E+05  0.61197982E+06
 #0.56000000E+05  0.63562133E+06
 #0.58000000E+05  0.65698252E+06
 #0.60000000E+05  0.66317369E+06
 #0.62000000E+05  0.66958033E+06
 #0.64000000E+05  0.69130624E+06
 #0.66000000E+05  0.69615155E+06
 #0.68000000E+05  0.70082553E+06
 #0.70000000E+05  0.70551317E+06
 #0.72000000E+05  0.71077584E+06
 #0.74000000E+05  0.73262163E+06
 #0.76000000E+05  0.73643087E+06
 #0.78000000E+05  0.74023069E+06
 #0.80000000E+05  0.74426073E+06
 #0.82000000E+05  0.74938281E+06
 #0.84000000E+05  0.84682810E+06
 #0.86000000E+05  0.84706217E+06
 #0.88000000E+05  0.84729042E+06
 #0.90000000E+05  0.84751303E+06
 #0.92000000E+05  0.84773020E+06
 #0.94000000E+05  0.84794210E+06
 #0.96000000E+05  0.84814891E+06
 #0.98000000E+05  0.84835079E+06
 #0.10000000E+06  0.84854790E+06
