Hu_200_00_10 Mu_200_00_10 Hv_200_00_10 Mv_200_00_10 Hw_200_00_10 Mw_200_00_10  Hu_200_00_20 Mu_200_00_20 Hv_200_00_20 Mv_200_00_20 Hw_200_00_20 Mw_200_00_20  Hu_200_00_30 Mu_200_00_30 Hv_200_00_30 Mv_200_00_30 Hw_200_00_30 Mw_200_00_30
 9.400000E+04 8.519161E+05 0.000000E+00-1.158215E+02 0.000000E+00 -2.169582E-05 9.400000E+04 8.489632E+05 0.000000E+00-1.499112E+02 0.000000E+00 -4.986402E-05   1.960000E+05   8.548368E+05   0.000000E+00  -3.969479E+01   0.000000E+00
 9.300000E+04 8.518259E+05 0.000000E+00-1.181657E+02 0.000000E+00 -2.284793E-05 9.300000E+04 8.488664E+05 0.000000E+00-1.526066E+02 0.000000E+00 -5.394281E-05   1.953333E+05   8.548147E+05   0.000000E+00  -3.995610E+01   0.000000E+00
 9.200000E+04 8.517342E+05 0.000000E+00-1.205777E+02 0.000000E+00 -2.494513E-05 9.200000E+04 8.487683E+05 0.000000E+00-1.553728E+02 0.000000E+00 -6.201075E-05   1.946667E+05   8.547925E+05   0.000000E+00  -4.021991E+01   0.000000E+00
 9.100000E+04 8.516411E+05 0.000000E+00-1.230600E+02 0.000000E+00 -2.675519E-05 9.100000E+04 8.486691E+05 0.000000E+00-1.582124E+02 0.000000E+00 -6.579495E-05   1.940000E+05   8.547701E+05   0.000000E+00  -4.048628E+01   0.000000E+00
 9.000000E+04 8.515464E+05 0.000000E+00-1.256152E+02 0.000000E+00 -2.737772E-05 9.000000E+04 8.485686E+05 0.000000E+00-1.611279E+02 0.000000E+00 -6.940878E-05   1.933333E+05   8.547477E+05   0.000000E+00  -4.075521E+01   0.000000E+00
 8.900000E+04 8.514502E+05 0.000000E+00-1.282463E+02 0.000000E+00 -2.856045E-05 8.900000E+04 8.484668E+05 0.000000E+00-1.641222E+02 0.000000E+00 -7.652651E-05   1.926667E+05   8.547250E+05   0.000000E+00  -4.102674E+01   0.000000E+00
 8.800000E+04 8.513525E+05 0.000000E+00-1.309562E+02 0.000000E+00 -2.927350E-05 8.800000E+04 8.483638E+05 0.000000E+00-1.671979E+02 0.000000E+00 -7.948160E-05   1.920000E+05   8.547023E+05   0.000000E+00  -4.130092E+01   0.000000E+00
 8.700000E+04 8.512531E+05 0.000000E+00-1.337478E+02 0.000000E+00 -2.913626E-05 8.700000E+04 8.482595E+05 0.000000E+00-1.703583E+02 0.000000E+00 -8.540907E-05   1.913333E+05   8.546794E+05   0.000000E+00  -4.157777E+01   0.000000E+00
 8.600000E+04 8.511520E+05 0.000000E+00-1.366246E+02 0.000000E+00 -2.894626E-05 8.600000E+04 8.481538E+05 0.000000E+00-1.736063E+02 0.000000E+00 -8.739703E-05   1.906667E+05   8.546564E+05   0.000000E+00  -4.185732E+01   0.000000E+00
 8.500000E+04 8.510493E+05 0.000000E+00-1.395898E+02 0.000000E+00 -2.810655E-05 8.500000E+04 8.480468E+05 0.000000E+00-1.769453E+02 0.000000E+00 -9.162955E-05   1.900000E+05   8.546332E+05   0.000000E+00  -4.213961E+01   0.000000E+00
 8.400000E+04 8.509449E+05 0.000000E+00-1.426471E+02 0.000000E+00 -2.698976E-05 8.400000E+04 8.479384E+05 0.000000E+00-1.803786E+02 0.000000E+00 -9.231244E-05   1.893333E+05   8.546099E+05   0.000000E+00  -4.242468E+01   0.000000E+00
 8.300000E+04 8.508387E+05 0.000000E+00-1.458001E+02 0.000000E+00 -2.499976E-05 8.300000E+04 8.478287E+05 0.000000E+00-1.839100E+02 0.000000E+00 -9.431495E-05   1.886667E+05   8.545864E+05   0.000000E+00  -4.271255E+01   0.000000E+00
 8.200000E+04 8.507308E+05 0.000000E+00-1.490529E+02 0.000000E+00 -2.221231E-05 8.200000E+04 8.477175E+05 0.000000E+00-1.875431E+02 0.000000E+00 -9.333679E-05   1.880000E+05   8.545628E+05   0.000000E+00  -4.300328E+01   0.000000E+00
 8.100000E+04 8.506210E+05 0.000000E+00-1.524096E+02 0.000000E+00 -1.995525E-05 8.100000E+04 8.476049E+05 0.000000E+00-1.912820E+02 0.000000E+00 -9.256659E-05   1.873333E+05   8.545390E+05   0.000000E+00  -4.329689E+01   0.000000E+00
 8.000000E+04 8.505093E+05 0.000000E+00-1.558745E+02 0.000000E+00 -1.585630E-05 8.000000E+04 8.474908E+05 0.000000E+00-1.951307E+02 0.000000E+00 -8.957163E-05   1.866667E+05   8.545151E+05   0.000000E+00  -4.359341E+01   0.000000E+00
 7.900000E+04 8.503957E+05 0.000000E+00-1.594522E+02 0.000000E+00 -1.088556E-05 7.900000E+04 8.473753E+05 0.000000E+00-1.990937E+02 0.000000E+00 -8.550979E-05   1.860000E+05   8.544911E+05   0.000000E+00  -4.389289E+01   0.000000E+00
 7.800000E+04 8.502802E+05 0.000000E+00-1.631477E+02 0.000000E+00 -7.456876E-06 7.800000E+04 8.472582E+05 0.000000E+00-2.031757E+02 0.000000E+00 -7.925101E-05   1.853333E+05   8.544668E+05   0.000000E+00  -4.419537E+01   0.000000E+00
 7.700000E+04 8.501626E+05 0.000000E+00-1.669659E+02 0.000000E+00 -1.176693E-06 7.700000E+04 8.471396E+05 0.000000E+00-2.073813E+02 0.000000E+00 -7.235971E-05   1.846667E+05   8.544425E+05   0.000000E+00  -4.450089E+01   0.000000E+00
 7.600000E+04 8.500430E+05 0.000000E+00-1.709124E+02 0.000000E+00  2.877234E-06 7.600000E+04 8.470194E+05 0.000000E+00-2.117159E+02 0.000000E+00 -6.213398E-05   1.840000E+05   8.544180E+05   0.000000E+00  -4.480948E+01   0.000000E+00
 7.500000E+04 8.499214E+05 0.000000E+00-1.749927E+02 0.000000E+00  1.033372E-05 7.500000E+04 8.468976E+05 0.000000E+00-2.161846E+02 0.000000E+00 -4.939383E-05   1.833333E+05   8.543933E+05   0.000000E+00  -4.512119E+01   0.000000E+00
 7.400000E+04 8.497975E+05 0.000000E+00-1.792129E+02 0.000000E+00  1.848416E-05 7.400000E+04 8.467742E+05 0.000000E+00-2.207932E+02 0.000000E+00 -3.408704E-05   1.826667E+05   8.543685E+05   0.000000E+00  -4.543605E+01   0.000000E+00
 7.300000E+04 8.496715E+05 0.000000E+00-1.835793E+02 0.000000E+00  2.323316E-05 7.300000E+04 8.466491E+05 0.000000E+00-2.255477E+02 0.000000E+00 -1.620941E-05   1.820000E+05   8.543435E+05   0.000000E+00  -4.575411E+01   0.000000E+00
 7.200000E+04 8.495433E+05 0.000000E+00-1.880986E+02 0.000000E+00  3.208611E-05 7.200000E+04 8.465224E+05 0.000000E+00-2.304543E+02 0.000000E+00  4.185495E-06   1.813333E+05   8.543184E+05   0.000000E+00  -4.607541E+01   0.000000E+00
 7.100000E+04 8.494127E+05 0.000000E+00-1.927781E+02 0.000000E+00  4.125097E-05 7.100000E+04 8.463939E+05 0.000000E+00-2.355198E+02 0.000000E+00  2.036559E-05   1.806667E+05   8.542931E+05   0.000000E+00  -4.639999E+01   0.000000E+00
 7.000000E+04 8.492798E+05 0.000000E+00-1.976251E+02 0.000000E+00  4.590353E-05 7.000000E+04 8.462637E+05 0.000000E+00-2.407512E+02 0.000000E+00  4.455288E-05   1.800000E+05   8.542676E+05   0.000000E+00  -4.672790E+01   0.000000E+00
 6.900000E+04 8.491445E+05 0.000000E+00-2.026476E+02 0.000000E+00  5.487739E-05 6.900000E+04 8.461317E+05 0.000000E+00-2.461559E+02 0.000000E+00  6.287406E-05   1.793333E+05   8.542420E+05   0.000000E+00  -4.705918E+01   0.000000E+00
 6.800000E+04 8.490068E+05 0.000000E+00-2.078542E+02 0.000000E+00  6.350934E-05 6.800000E+04 8.459979E+05 0.000000E+00-2.517419E+02 0.000000E+00  8.178933E-05   1.786667E+05   8.542163E+05   0.000000E+00  -4.739388E+01   0.000000E+00
 6.700000E+04 8.488665E+05 0.000000E+00-2.132538E+02 0.000000E+00  6.677385E-05 6.700000E+04 8.458622E+05 0.000000E+00-2.575174E+02 0.000000E+00  1.096461E-04   1.780000E+05   8.541903E+05   0.000000E+00  -4.773204E+01   0.000000E+00
 6.600000E+04 8.487236E+05 0.000000E+00-2.188560E+02 0.000000E+00  7.384298E-05 6.600000E+04 8.457247E+05 0.000000E+00-2.634914E+02 0.000000E+00  1.293605E-04   1.773333E+05   8.541642E+05   0.000000E+00  -4.807371E+01   0.000000E+00
 6.500000E+04 8.485781E+05 0.000000E+00-2.246709E+02 0.000000E+00  7.963333E-05 6.500000E+04 8.455852E+05 0.000000E+00-2.696733E+02 0.000000E+00  1.488769E-04   1.766667E+05   8.541379E+05   0.000000E+00  -4.841893E+01   0.000000E+00
 6.400000E+04 8.484299E+05 0.000000E+00-2.307094E+02 0.000000E+00  7.970140E-05 6.400000E+04 8.454438E+05 0.000000E+00-2.760730E+02 0.000000E+00  1.678526E-04   1.760000E+05   8.541115E+05   0.000000E+00  -4.876776E+01   0.000000E+00
 6.300000E+04 8.482789E+05 0.000000E+00-2.369829E+02 0.000000E+00  8.212388E-05 6.300000E+04 8.453004E+05 0.000000E+00-2.827012E+02 0.000000E+00  1.858935E-04   1.753333E+05   8.540849E+05   0.000000E+00  -4.912024E+01   0.000000E+00
 6.200000E+04 8.481250E+05 0.000000E+00-2.435037E+02 0.000000E+00  8.212205E-05 6.200000E+04 8.451550E+05 0.000000E+00-2.895692E+02 0.000000E+00  2.025490E-04   1.746667E+05   8.540581E+05   0.000000E+00  -4.947643E+01   0.000000E+00
 6.100000E+04 8.479682E+05 0.000000E+00-2.502849E+02 0.000000E+00  7.925443E-05 6.100000E+04 8.450075E+05 0.000000E+00-2.966891E+02 0.000000E+00  2.173097E-04   1.740000E+05   8.540311E+05   0.000000E+00  -4.983636E+01   0.000000E+00
 6.000000E+04 8.478085E+05 0.000000E+00-2.573406E+02 0.000000E+00  7.149574E-05 6.000000E+04 8.448579E+05 0.000000E+00-3.040735E+02 0.000000E+00  2.296068E-04   1.733333E+05   8.540040E+05   0.000000E+00  -5.020011E+01   0.000000E+00
 5.900000E+04 8.476456E+05 0.000000E+00-2.646856E+02 0.000000E+00  6.261394E-05 5.900000E+04 8.447061E+05 0.000000E+00-3.117363E+02 0.000000E+00  2.388133E-04   1.726667E+05   8.539767E+05   0.000000E+00  -5.056771E+01   0.000000E+00
 5.800000E+04 8.474796E+05 0.000000E+00-2.723360E+02 0.000000E+00  4.987042E-05 5.800000E+04 8.445521E+05 0.000000E+00-3.196920E+02 0.000000E+00  2.508082E-04   1.720000E+05   8.539492E+05   0.000000E+00  -5.093922E+01   0.000000E+00
 5.700000E+04 8.473104E+05 0.000000E+00-2.803090E+02 0.000000E+00  3.304152E-05 5.700000E+04 8.443959E+05 0.000000E+00-3.279562E+02 0.000000E+00  2.507645E-04   1.713333E+05   8.539216E+05   0.000000E+00  -5.131470E+01   0.000000E+00
 5.600000E+04 8.471378E+05 0.000000E+00-2.886229E+02 0.000000E+00  1.458311E-05 5.600000E+04 8.442375E+05 0.000000E+00-3.365458E+02 0.000000E+00  2.495451E-04   1.706667E+05   8.538937E+05   0.000000E+00  -5.169420E+01   0.000000E+00
 5.500000E+04 8.469619E+05 0.000000E+00-2.972976E+02 0.000000E+00 -9.159000E-06 5.500000E+04 8.440766E+05 0.000000E+00-3.454786E+02 0.000000E+00  2.364770E-04   1.700000E+05   8.538657E+05   0.000000E+00  -5.207777E+01   0.000000E+00
 5.400000E+04 8.467824E+05 0.000000E+00-3.063543E+02 0.000000E+00 -3.652223E-05 5.400000E+04 8.439134E+05 0.000000E+00-3.547739E+02 0.000000E+00  2.173127E-04   1.693333E+05   8.538375E+05   0.000000E+00  -5.246548E+01   0.000000E+00
 5.300000E+04 8.465993E+05 0.000000E+00-3.158158E+02 0.000000E+00 -6.093290E-05 5.300000E+04 8.437478E+05 0.000000E+00-3.644522E+02 0.000000E+00  1.864447E-04   1.686667E+05   8.538091E+05   0.000000E+00  -5.285738E+01   0.000000E+00
 5.200000E+04 8.464126E+05 0.000000E+00-3.257069E+02 0.000000E+00 -9.189743E-05 5.200000E+04 8.435797E+05 0.000000E+00-3.745359E+02 0.000000E+00  1.427152E-04   1.680000E+05   8.537806E+05   0.000000E+00  -5.325353E+01   0.000000E+00
 5.100000E+04 8.462220E+05 0.000000E+00-3.360542E+02 0.000000E+00 -1.157364E-04 5.100000E+04 8.434090E+05 0.000000E+00-3.850488E+02 0.000000E+00  7.878552E-05   1.673333E+05   8.537518E+05   0.000000E+00  -5.365399E+01   0.000000E+00
 5.000000E+04 8.460276E+05 0.000000E+00-3.468864E+02 0.000000E+00 -1.443366E-04 5.000000E+04 8.432358E+05 0.000000E+00-3.960167E+02 0.000000E+00  4.578222E-06   1.666667E+05   8.537229E+05   0.000000E+00  -5.405882E+01   0.000000E+00
 4.900000E+04 8.458291E+05 0.000000E+00-3.582348E+02 0.000000E+00 -1.681427E-04 4.900000E+04 8.430599E+05 0.000000E+00-4.074674E+02 0.000000E+00 -7.121370E-05   1.660000E+05   8.536937E+05   0.000000E+00  -5.446808E+01   0.000000E+00
 4.800000E+04 8.456266E+05 0.000000E+00-3.701330E+02 0.000000E+00 -1.830716E-04 4.800000E+04 8.428813E+05 0.000000E+00-4.194310E+02 0.000000E+00 -1.543673E-04   1.653333E+05   8.536644E+05   0.000000E+00  -5.488185E+01   0.000000E+00
 4.700000E+04 8.454198E+05 0.000000E+00-3.826178E+02 0.000000E+00 -1.837627E-04 4.700000E+04 8.427000E+05 0.000000E+00-4.319400E+02 0.000000E+00 -2.273329E-04   1.646667E+05   8.536349E+05   0.000000E+00  -5.530017E+01   0.000000E+00
 4.600000E+04 8.452086E+05 0.000000E+00-3.957288E+02 0.000000E+00 -1.591322E-04 4.600000E+04 8.425158E+05 0.000000E+00-4.450298E+02 0.000000E+00 -3.160197E-04   1.640000E+05   8.536052E+05   0.000000E+00  -5.572312E+01   0.000000E+00
 4.500000E+04 8.449929E+05 0.000000E+00-4.095097E+02 0.000000E+00 -1.119700E-04 4.500000E+04 8.423288E+05 0.000000E+00-4.587385E+02 0.000000E+00 -4.021713E-04   1.633333E+05   8.535753E+05   0.000000E+00  -5.615076E+01   0.000000E+00
 4.400000E+04 8.447726E+05 0.000000E+00-4.240077E+02 0.000000E+00 -2.126727E-05 4.400000E+04 8.421388E+05 0.000000E+00-4.731078E+02 0.000000E+00 -4.613744E-04   1.626667E+05   8.535452E+05   0.000000E+00  -5.658317E+01   0.000000E+00
 4.300000E+04 8.445476E+05 0.000000E+00-4.392746E+02 0.000000E+00  1.047658E-04 4.300000E+04 8.419458E+05 0.000000E+00-4.881830E+02 0.000000E+00 -5.035093E-04   1.620000E+05   8.535149E+05   0.000000E+00  -5.702040E+01   0.000000E+00
 4.200000E+04 8.443176E+05 0.000000E+00-4.553671E+02 0.000000E+00  2.885721E-04 4.200000E+04 8.417497E+05 0.000000E+00-5.040139E+02 0.000000E+00 -5.341069E-04   1.613333E+05   8.534844E+05   0.000000E+00  -5.746253E+01   0.000000E+00
 4.100000E+04 8.440826E+05 0.000000E+00-4.723478E+02 0.000000E+00  4.894132E-04 4.100000E+04 8.415504E+05 0.000000E+00-5.206543E+02 0.000000E+00 -5.197769E-04   1.606667E+05   8.534536E+05   0.000000E+00  -5.790964E+01   0.000000E+00
 4.000000E+04 8.438424E+05 0.000000E+00-4.902856E+02 0.000000E+00  6.452977E-04 4.000000E+04 8.413479E+05 0.000000E+00-5.381634E+02 0.000000E+00 -4.462798E-04   1.600000E+05   8.534227E+05   0.000000E+00  -5.836179E+01   0.000000E+00
 3.900000E+04 8.435969E+05 0.000000E+00-5.092574E+02 0.000000E+00  6.192234E-04 3.900000E+04 8.411421E+05 0.000000E+00-5.566062E+02 0.000000E+00 -2.626393E-04   1.593333E+05   8.533916E+05   0.000000E+00  -5.881906E+01   0.000000E+00
 3.800000E+04 8.433458E+05 0.000000E+00-5.293452E+02 0.000000E+00  6.552460E-04 3.800000E+04 8.409330E+05 0.000000E+00-5.760535E+02 0.000000E+00  7.592700E-05   1.586667E+05   8.533603E+05   0.000000E+00  -5.928153E+01   0.000000E+00
 3.700000E+04 8.430889E+05 0.000000E+00-5.506423E+02 0.000000E+00  6.746458E-04 3.700000E+04 8.407203E+05 0.000000E+00-5.965851E+02 0.000000E+00  3.240636E-04   1.580000E+05   8.533287E+05   0.000000E+00  -5.974926E+01   0.000000E+00
 3.600000E+04 8.428262E+05 0.000000E+00-5.732516E+02 0.000000E+00  6.797831E-04 3.600000E+04 8.405041E+05 0.000000E+00-6.182883E+02 0.000000E+00  5.397091E-04   1.573333E+05   8.532970E+05   0.000000E+00  -6.022235E+01   0.000000E+00
 3.500000E+04 8.425574E+05 0.000000E+00-5.972877E+02 0.000000E+00  6.747835E-04 3.500000E+04 8.402843E+05 0.000000E+00-6.412602E+02 0.000000E+00  6.014816E-04   1.566667E+05   8.532650E+05   0.000000E+00  -6.070087E+01   0.000000E+00
 3.400000E+04 8.422823E+05 0.000000E+00-6.228786E+02 0.000000E+00  6.827387E-04 3.400000E+04 8.400607E+05 0.000000E+00-6.656069E+02 0.000000E+00  6.429052E-04   1.560000E+05   8.532328E+05   0.000000E+00  -6.118489E+01   0.000000E+00
 3.300000E+04 8.420008E+05 0.000000E+00-6.501681E+02 0.000000E+00  6.852351E-04 3.300000E+04 8.398334E+05 0.000000E+00-6.914470E+02 0.000000E+00  6.773719E-04   1.553333E+05   8.532004E+05   0.000000E+00  -6.167451E+01   0.000000E+00
 3.200000E+04 8.417125E+05 0.000000E+00-6.793175E+02 0.000000E+00  6.847335E-04 3.200000E+04 8.396020E+05 0.000000E+00-7.189126E+02 0.000000E+00  6.854954E-04   1.546667E+05   8.531678E+05   0.000000E+00  -6.216981E+01   0.000000E+00
 3.100000E+04 8.414172E+05 0.000000E+00-7.105090E+02 0.000000E+00  6.835013E-04 3.100000E+04 8.393667E+05 0.000000E+00-7.481511E+02 0.000000E+00  6.922012E-04   1.540000E+05   8.531350E+05   0.000000E+00  -6.267088E+01   0.000000E+00
 3.000000E+04 8.411148E+05 0.000000E+00-7.439488E+02 0.000000E+00  6.835473E-04 3.000000E+04 8.391272E+05 0.000000E+00-7.793272E+02 0.000000E+00  6.807786E-04   1.533333E+05   8.531019E+05   0.000000E+00  -6.317779E+01   0.000000E+00
 2.900000E+04 8.408049E+05 0.000000E+00-7.798716E+02 0.000000E+00  6.719889E-04 2.900000E+04 8.388835E+05 0.000000E+00-8.126257E+02 0.000000E+00  6.725734E-04   1.526667E+05   8.530686E+05   0.000000E+00  -6.369064E+01   0.000000E+00
 2.800000E+04 8.404874E+05 0.000000E+00-8.185446E+02 0.000000E+00  6.804646E-04 2.800000E+04 8.386355E+05 0.000000E+00-8.482537E+02 0.000000E+00  6.544822E-04   1.520000E+05   8.530351E+05   0.000000E+00  -6.420953E+01   0.000000E+00
 2.700000E+04 8.401619E+05 0.000000E+00-8.602753E+02 0.000000E+00  6.688109E-04 2.700000E+04 8.383829E+05 0.000000E+00-8.864441E+02 0.000000E+00  6.450892E-04   1.513333E+05   8.530014E+05   0.000000E+00  -6.473453E+01   0.000000E+00
 2.600000E+04 8.398280E+05 0.000000E+00-9.054169E+02 0.000000E+00  6.673996E-04 2.600000E+04 8.381258E+05 0.000000E+00-9.274587E+02 0.000000E+00  6.271242E-04   1.506667E+05   8.529674E+05   0.000000E+00  -6.526576E+01   0.000000E+00
 2.500000E+04 8.394857E+05 0.000000E+00-9.543791E+02 0.000000E+00  6.656350E-04 2.500000E+04 8.378639E+05 0.000000E+00-9.715917E+02 0.000000E+00  6.124097E-04   1.500000E+05   8.529332E+05   0.000000E+00  -6.580330E+01   0.000000E+00
 2.400000E+04 8.391344E+05 0.000000E+00-1.007639E+03 0.000000E+00  6.556215E-04 2.400000E+04 8.375971E+05 0.000000E+00-1.019173E+03 0.000000E+00  5.925348E-04   1.493333E+05   8.528987E+05   0.000000E+00  -6.634725E+01   0.000000E+00
 2.300000E+04 8.387739E+05 0.000000E+00-1.065756E+03 0.000000E+00  6.522437E-04 2.300000E+04 8.373253E+05 0.000000E+00-1.070570E+03 0.000000E+00  5.765753E-04   1.486667E+05   8.528641E+05   0.000000E+00  -6.689771E+01   0.000000E+00
 2.200000E+04 8.384038E+05 0.000000E+00-1.129389E+03 0.000000E+00  6.484159E-04 2.200000E+04 8.370483E+05 0.000000E+00-1.126190E+03 0.000000E+00  5.549635E-04   1.480000E+05   8.528291E+05   0.000000E+00  -6.745478E+01   0.000000E+00
 2.100000E+04 8.380237E+05 0.000000E+00-1.199320E+03 0.000000E+00  6.393742E-04 2.100000E+04 8.367659E+05 0.000000E+00-1.186473E+03 0.000000E+00  5.401828E-04   1.473333E+05   8.527940E+05   0.000000E+00  -6.801858E+01   0.000000E+00
 2.000000E+04 8.376332E+05 0.000000E+00-1.276487E+03 0.000000E+00  6.307105E-04 2.000000E+04 8.364779E+05 0.000000E+00-1.251879E+03 0.000000E+00  5.246498E-04   1.466667E+05   8.527586E+05   0.000000E+00  -6.858919E+01   0.000000E+00
 1.900000E+04 8.372320E+05 0.000000E+00-1.362021E+03 0.000000E+00  6.199684E-04 1.900000E+04 8.361841E+05 0.000000E+00-1.322851E+03 0.000000E+00  5.079831E-04   1.460000E+05   8.527229E+05   0.000000E+00  -6.916673E+01   0.000000E+00
 1.800000E+04 8.368194E+05 0.000000E+00-1.457300E+03 0.000000E+00  6.066051E-04 1.800000E+04 8.358841E+05 0.000000E+00-1.399735E+03 0.000000E+00  4.942906E-04   1.453333E+05   8.526870E+05   0.000000E+00  -6.975132E+01   0.000000E+00
 1.700000E+04 8.363952E+05 0.000000E+00-1.564021E+03 0.000000E+00  5.917747E-04 1.700000E+04 8.355774E+05 0.000000E+00-1.482586E+03 0.000000E+00  4.794617E-04   1.446667E+05   8.526509E+05   0.000000E+00  -7.034306E+01   0.000000E+00
 1.600000E+04 8.359587E+05 0.000000E+00-1.684296E+03 0.000000E+00  5.780630E-04 1.600000E+04 8.352634E+05 0.000000E+00-1.570717E+03 0.000000E+00  4.664494E-04   1.440000E+05   8.526145E+05   0.000000E+00  -7.094206E+01   0.000000E+00
 1.500000E+04 8.355094E+05 0.000000E+00-1.820791E+03 0.000000E+00  5.591289E-04 1.500000E+04 8.349403E+05 0.000000E+00-1.661513E+03 0.000000E+00  4.508353E-04   1.433333E+05   8.525779E+05   0.000000E+00  -7.154844E+01   0.000000E+00
 1.400000E+04 8.350468E+05 0.000000E+00-1.976917E+03 0.000000E+00  5.384725E-04 1.400000E+04 8.346038E+05 0.000000E+00-1.746809E+03 0.000000E+00  4.306127E-04   1.426667E+05   8.525410E+05   0.000000E+00  -7.216233E+01   0.000000E+00
 1.300000E+04 8.345702E+05 0.000000E+00-2.157115E+03 0.000000E+00  5.141729E-04 1.300000E+04 8.342373E+05 0.000000E+00-1.798548E+03 0.000000E+00  4.064541E-04   1.420000E+05   8.525038E+05   0.000000E+00  -7.278384E+01   0.000000E+00
 1.200000E+04 8.340789E+05 0.000000E+00-2.367272E+03 0.000000E+00  4.868819E-04 1.200000E+04 8.337016E+05 0.000000E+00-1.670414E+03 0.000000E+00  3.788115E-04   1.413333E+05   8.524664E+05   0.000000E+00  -7.341309E+01   0.000000E+00
 1.100000E+04 8.335721E+05 0.000000E+00-2.615371E+03 0.000000E+00  4.554360E-04 1.100000E+04 7.760579E+05 0.000000E+00 7.049352E+01 0.000000E+00 -4.455260E-05   1.406667E+05   8.524287E+05   0.000000E+00  -7.405023E+01   0.000000E+00
 1.000000E+04 8.330491E+05 0.000000E+00-2.912526E+03 0.000000E+00  4.200182E-04 1.000000E+04 7.599030E+05 0.000000E+00 1.165115E+03 0.000000E+00  4.409349E-05   1.400000E+05   8.523907E+05   0.000000E+00  -7.469536E+01   0.000000E+00
 9.000000E+03 8.325088E+05 0.000000E+00-3.274694E+03 0.000000E+00  3.807959E-04 9.000000E+03 7.408897E+05 0.000000E+00 3.632643E+03 0.000000E+00  2.095309E-05   1.393333E+05   8.523525E+05   0.000000E+00  -7.534862E+01   0.000000E+00
 8.000000E+03 8.319501E+05 0.000000E+00-3.725698E+03 0.000000E+00  3.433399E-04 8.000000E+03 1.136607E+05 0.000000E+00 3.696174E+03 0.000000E+00 -1.599315E+03   1.386667E+05   8.523140E+05   0.000000E+00  -7.601015E+01   0.000000E+00
 7.000000E+03 8.313715E+05 0.000000E+00-4.302889E+03 0.000000E+00  3.076970E-04 7.000000E+03 1.044520E+05 0.000000E+00 4.689227E+03 0.000000E+00 -1.596621E+03   1.380000E+05   8.522753E+05   0.000000E+00  -7.668008E+01   0.000000E+00
 6.000000E+03 8.307710E+05 0.000000E+00-5.068863E+03 0.000000E+00  2.813192E-04 6.000000E+03 8.507235E+04 0.000000E+00 1.442909E+04 0.000000E+00 -1.559574E+03   1.373333E+05   8.522362E+05   0.000000E+00  -7.735856E+01   0.000000E+00
 5.000000E+03 8.301448E+05 0.000000E+00-6.139343E+03 0.000000E+00  2.633081E-04 5.000000E+03 7.728205E+04 0.000000E+00 1.526854E+04 0.000000E+00 -1.529219E+03   1.366667E+05   8.521969E+05   0.000000E+00  -7.804572E+01   0.000000E+00
 4.000000E+03 8.294844E+05 0.000000E+00-7.769673E+03 0.000000E+00  2.489823E-04 4.000000E+03 6.952371E+04 0.000000E+00 1.534839E+04 0.000000E+00 -1.569536E+03   1.360000E+05   8.521573E+05   0.000000E+00  -7.874171E+01   0.000000E+00
 3.000000E+03 8.287324E+05 0.000000E+00-1.089124E+04 0.000000E+00  2.301664E-04 3.000000E+03 5.910078E+04 0.000000E+00 1.400527E+04 0.000000E+00 -1.724845E+03   1.353333E+05   8.521174E+05   0.000000E+00  -7.944668E+01   0.000000E+00
 2.000000E+03 4.976303E+05 0.000000E+00-5.232650E+04 0.000000E+00  9.155944E-04 2.000000E+03 3.773684E+04 0.000000E+00-2.351991E+03 0.000000E+00 -1.679968E+03   1.346667E+05   8.520773E+05   0.000000E+00  -8.016078E+01   0.000000E+00
 1.000000E+03 4.825412E+05 0.000000E+00-6.520665E+04 0.000000E+00  7.809115E-04 1.000000E+03 1.477273E+04 0.000000E+00 8.658687E+03 0.000000E+00 -1.731679E+03   1.340000E+05   8.520368E+05   0.000000E+00  -8.088417E+01   0.000000E+00
 0.000000E+00 4.673856E+05 0.000000E+00-7.695859E+04 0.000000E+00  8.933951E-04 0.000000E+00-6.547402E+03 0.000000E+00-6.205495E+03 0.000000E+00 -1.674999E+03   1.333333E+05   8.519961E+05   0.000000E+00  -8.161700E+01   0.000000E+00
-1.000000E+03 4.536192E+05 0.000000E+00-8.187511E+04 0.000000E+00  7.814986E-04-1.000000E+03-1.401026E+04 0.000000E+00-6.337508E+03 0.000000E+00 -1.643367E+03   1.326667E+05   8.519550E+05   0.000000E+00  -8.235944E+01   0.000000E+00
-2.000000E+03-5.014437E+05 0.000000E+00-2.000803E+04 0.000000E+00  8.528020E-04-2.000000E+03-2.163987E+04 0.000000E+00-6.048366E+03 0.000000E+00 -1.684807E+03   1.320000E+05   8.519137E+05   0.000000E+00  -8.311164E+01   0.000000E+00
-3.000000E+03-5.158596E+05 0.000000E+00-1.132880E+04 0.000000E+00  8.869327E-04-3.000000E+03-4.420262E+04 0.000000E+00 6.302034E+03 0.000000E+00 -1.619186E+03   1.313333E+05   8.518721E+05   0.000000E+00  -8.387378E+01   0.000000E+00
-4.000000E+03-5.311028E+05 0.000000E+00-6.942566E+03 0.000000E+00  9.802700E-04-4.000000E+03-5.158005E+04 0.000000E+00 5.637613E+03 0.000000E+00 -1.658668E+03   1.306667E+05   8.518301E+05   0.000000E+00  -8.464604E+01   0.000000E+00
