Hu_200_00_10 Mu_200_00_10 Hv_200_00_10 Mv_200_00_10 Hw_200_00_10 Mw_200_00_10  Hu_200_00_20 Mu_200_00_20 Hv_200_00_20 Mv_200_00_20 Hw_200_00_20 Mw_200_00_20  Hu_200_00_30 Mu_200_00_30 Hv_200_00_30 Mv_200_00_30 Hw_200_00_30 Mw_200_00_30
 8.000000E+04 8.503727E+05 0.000000E+00 2.813156E+02 0.000000E+00  1.754779E-04 8.000000E+04 8.487729E+05 0.000000E+00 3.177540E+02 0.000000E+00  6.523055E-04 9.333333E+04 8.503229E+05 0.000000E+00 2.394670E+02 0.000000E+00  1.487278E-03
 7.900000E+04 8.502738E+05 0.000000E+00 2.868497E+02 0.000000E+00  1.830378E-04 7.900000E+04 8.486809E+05 0.000000E+00 3.233206E+02 0.000000E+00  7.313922E-04 9.300000E+04 8.503000E+05 0.000000E+00 2.406468E+02 0.000000E+00  1.477204E-03
 7.800000E+04 8.501734E+05 0.000000E+00 2.925412E+02 0.000000E+00  2.048618E-04 7.800000E+04 8.485879E+05 0.000000E+00 3.290351E+02 0.000000E+00  8.100682E-04 9.266667E+04 8.502769E+05 0.000000E+00 2.418356E+02 0.000000E+00  1.539670E-03
 7.700000E+04 8.500715E+05 0.000000E+00 2.983962E+02 0.000000E+00  2.103261E-04 7.700000E+04 8.484938E+05 0.000000E+00 3.349030E+02 0.000000E+00  8.876583E-04 9.233333E+04 8.502538E+05 0.000000E+00 2.430330E+02 0.000000E+00  1.530197E-03
 7.600000E+04 8.499681E+05 0.000000E+00 3.044212E+02 0.000000E+00  2.285411E-04 7.600000E+04 8.483985E+05 0.000000E+00 3.409301E+02 0.000000E+00  9.634073E-04 9.200000E+04 8.502307E+05 0.000000E+00 2.442395E+02 0.000000E+00  1.592458E-03
 7.500000E+04 8.498631E+05 0.000000E+00 3.106230E+02 0.000000E+00  2.439566E-04 7.500000E+04 8.483022E+05 0.000000E+00 3.471230E+02 0.000000E+00  1.094830E-03 9.166667E+04 8.502074E+05 0.000000E+00 2.454548E+02 0.000000E+00  1.583582E-03
 7.400000E+04 8.497566E+05 0.000000E+00 3.170088E+02 0.000000E+00  2.443761E-04 7.400000E+04 8.482047E+05 0.000000E+00 3.534876E+02 0.000000E+00  1.162295E-03 9.133333E+04 8.501841E+05 0.000000E+00 2.466793E+02 0.000000E+00  1.575131E-03
 7.300000E+04 8.496484E+05 0.000000E+00 3.235863E+02 0.000000E+00  2.538312E-04 7.300000E+04 8.481060E+05 0.000000E+00 3.600311E+02 0.000000E+00  1.224678E-03 9.100000E+04 8.501606E+05 0.000000E+00 2.479132E+02 0.000000E+00  1.637236E-03
 7.200000E+04 8.495386E+05 0.000000E+00 3.303633E+02 0.000000E+00  2.589178E-04 7.200000E+04 8.480062E+05 0.000000E+00 3.667605E+02 0.000000E+00  1.280868E-03 9.066667E+04 8.501372E+05 0.000000E+00 2.491562E+02 0.000000E+00  1.629380E-03
 7.100000E+04 8.494272E+05 0.000000E+00 3.373482E+02 0.000000E+00  2.522055E-04 7.100000E+04 8.479052E+05 0.000000E+00 3.736835E+02 0.000000E+00  1.329664E-03 9.033333E+04 8.501136E+05 0.000000E+00 2.504088E+02 0.000000E+00  1.691034E-03
 7.000000E+04 8.493140E+05 0.000000E+00 3.445500E+02 0.000000E+00  2.490076E-04 7.000000E+04 8.478029E+05 0.000000E+00 3.808081E+02 0.000000E+00  1.369785E-03 9.000000E+04 8.500899E+05 0.000000E+00 2.516707E+02 0.000000E+00  1.683747E-03
 6.900000E+04 8.491990E+05 0.000000E+00 3.519782E+02 0.000000E+00  2.400033E-04 6.900000E+04 8.476995E+05 0.000000E+00 3.881422E+02 0.000000E+00  1.320454E-03 8.966667E+04 8.500662E+05 0.000000E+00 2.529422E+02 0.000000E+00  1.676900E-03
 6.800000E+04 8.490823E+05 0.000000E+00 3.596426E+02 0.000000E+00  2.247135E-04 6.800000E+04 8.475948E+05 0.000000E+00 3.956951E+02 0.000000E+00  1.234815E-03 8.933333E+04 8.500424E+05 0.000000E+00 2.542234E+02 0.000000E+00  1.670479E-03
 6.700000E+04 8.489637E+05 0.000000E+00 3.675537E+02 0.000000E+00  2.027417E-04 6.700000E+04 8.474888E+05 0.000000E+00 4.034768E+02 0.000000E+00  1.229526E-03 8.900000E+04 8.500185E+05 0.000000E+00 2.555147E+02 0.000000E+00  1.731814E-03
 6.600000E+04 8.488433E+05 0.000000E+00 3.757227E+02 0.000000E+00  1.669998E-04 6.600000E+04 8.473816E+05 0.000000E+00 4.114965E+02 0.000000E+00  1.187020E-03 8.866667E+04 8.499945E+05 0.000000E+00 2.568156E+02 0.000000E+00  1.725913E-03
 6.500000E+04 8.487210E+05 0.000000E+00 3.841616E+02 0.000000E+00  3.131846E-05 6.500000E+04 8.472730E+05 0.000000E+00 4.197656E+02 0.000000E+00  1.207022E-03 8.833333E+04 8.499705E+05 0.000000E+00 2.581266E+02 0.000000E+00  1.720456E-03
 6.400000E+04 8.485968E+05 0.000000E+00 3.928825E+02 0.000000E+00 -3.686305E-05 6.400000E+04 8.471631E+05 0.000000E+00 4.282945E+02 0.000000E+00  1.188519E-03 8.800000E+04 8.499463E+05 0.000000E+00 2.594478E+02 0.000000E+00  1.715416E-03
 6.300000E+04 8.484706E+05 0.000000E+00 4.018990E+02 0.000000E+00 -1.114132E-04 6.300000E+04 8.470519E+05 0.000000E+00 4.370955E+02 0.000000E+00  1.185511E-03 8.766667E+04 8.499221E+05 0.000000E+00 2.607791E+02 0.000000E+00  1.710793E-03
 6.200000E+04 8.483423E+05 0.000000E+00 4.112252E+02 0.000000E+00 -1.913244E-04 6.200000E+04 8.469393E+05 0.000000E+00 4.461810E+02 0.000000E+00  1.166305E-03 8.733333E+04 8.498978E+05 0.000000E+00 2.621209E+02 0.000000E+00  1.706585E-03
 6.100000E+04 8.482120E+05 0.000000E+00 4.208763E+02 0.000000E+00 -2.752976E-04 6.100000E+04 8.468252E+05 0.000000E+00 4.555677E+02 0.000000E+00  7.516521E-04 8.700000E+04 8.498735E+05 0.000000E+00 2.634731E+02 0.000000E+00  1.702791E-03
 6.000000E+04 8.480797E+05 0.000000E+00 4.308683E+02 0.000000E+00 -3.248297E-04 6.000000E+04 8.467098E+05 0.000000E+00 4.652630E+02 0.000000E+00  3.912002E-04 8.666667E+04 8.498490E+05 0.000000E+00 2.648359E+02 0.000000E+00  1.699409E-03
 5.900000E+04 8.479451E+05 0.000000E+00 4.412183E+02 0.000000E+00 -4.098594E-04 5.900000E+04 8.465929E+05 0.000000E+00 4.752850E+02 0.000000E+00  2.949521E-04 8.633333E+04 8.498245E+05 0.000000E+00 2.662093E+02 0.000000E+00  1.696438E-03
 5.800000E+04 8.478084E+05 0.000000E+00 4.519447E+02 0.000000E+00 -4.937769E-04 5.800000E+04 8.464746E+05 0.000000E+00 4.856503E+02 0.000000E+00  1.152930E-04 8.600000E+04 8.497998E+05 0.000000E+00 2.675936E+02 0.000000E+00  1.693874E-03
 5.700000E+04 8.476694E+05 0.000000E+00 4.630671E+02 0.000000E+00 -5.350593E-04 5.700000E+04 8.463547E+05 0.000000E+00 4.963762E+02 0.000000E+00 -1.597342E-04 8.566667E+04 8.497751E+05 0.000000E+00 2.689889E+02 0.000000E+00  1.691716E-03
 5.600000E+04 8.475281E+05 0.000000E+00 4.746062E+02 0.000000E+00 -6.090752E-04 5.600000E+04 8.462334E+05 0.000000E+00 5.074808E+02 0.000000E+00 -3.599505E-04 8.533333E+04 8.497503E+05 0.000000E+00 2.703952E+02 0.000000E+00  1.689959E-03
 5.500000E+04 8.473845E+05 0.000000E+00 4.865846E+02 0.000000E+00 -6.743127E-04 5.500000E+04 8.461104E+05 0.000000E+00 5.189837E+02 0.000000E+00 -6.648843E-04 8.500000E+04 8.497254E+05 0.000000E+00 2.718127E+02 0.000000E+00  1.688599E-03
 5.400000E+04 8.472385E+05 0.000000E+00 4.990264E+02 0.000000E+00 -6.927077E-04 5.400000E+04 8.459860E+05 0.000000E+00 5.309060E+02 0.000000E+00 -9.845616E-04 8.466667E+04 8.497005E+05 0.000000E+00 2.732414E+02 0.000000E+00  1.687634E-03
 5.300000E+04 8.470901E+05 0.000000E+00 5.119572E+02 0.000000E+00 -7.329569E-04 5.300000E+04 8.458599E+05 0.000000E+00 5.432701E+02 0.000000E+00 -1.205366E-03 8.433333E+04 8.496754E+05 0.000000E+00 2.746817E+02 0.000000E+00  1.687057E-03
 5.200000E+04 8.469391E+05 0.000000E+00 5.254049E+02 0.000000E+00 -7.545812E-04 5.200000E+04 8.457322E+05 0.000000E+00 5.561001E+02 0.000000E+00 -1.426843E-03 8.400000E+04 8.496503E+05 0.000000E+00 2.761334E+02 0.000000E+00  1.686865E-03
 5.100000E+04 8.467856E+05 0.000000E+00 5.393993E+02 0.000000E+00 -7.536058E-04 5.100000E+04 8.456028E+05 0.000000E+00 5.694223E+02 0.000000E+00 -1.436382E-03 8.366667E+04 8.496251E+05 0.000000E+00 2.775969E+02 0.000000E+00  1.687052E-03
 5.000000E+04 8.466295E+05 0.000000E+00 5.539730E+02 0.000000E+00 -7.102200E-04 5.000000E+04 8.454718E+05 0.000000E+00 5.832645E+02 0.000000E+00 -1.269149E-03 8.333333E+04 8.495998E+05 0.000000E+00 2.790722E+02 0.000000E+00  1.687612E-03
 4.900000E+04 8.464708E+05 0.000000E+00 5.691603E+02 0.000000E+00 -6.598709E-04 4.900000E+04 8.453390E+05 0.000000E+00 5.976557E+02 0.000000E+00 -1.304339E-03 8.300000E+04 8.495744E+05 0.000000E+00 2.805594E+02 0.000000E+00  1.688538E-03
 4.800000E+04 8.463093E+05 0.000000E+00 5.849991E+02 0.000000E+00 -5.768186E-04 4.800000E+04 8.452045E+05 0.000000E+00 6.126282E+02 0.000000E+00 -1.423334E-03 8.266667E+04 8.495489E+05 0.000000E+00 2.820590E+02 0.000000E+00  1.749263E-03
 4.700000E+04 8.461450E+05 0.000000E+00 6.015303E+02 0.000000E+00 -4.581157E-04 4.700000E+04 8.450682E+05 0.000000E+00 6.282171E+02 0.000000E+00 -1.534893E-03 8.233333E+04 8.495233E+05 0.000000E+00 2.835705E+02 0.000000E+00  1.750395E-03
 4.600000E+04 8.459778E+05 0.000000E+00 6.187980E+02 0.000000E+00 -3.017356E-04 4.600000E+04 8.449301E+05 0.000000E+00 6.444599E+02 0.000000E+00 -1.561582E-03 8.200000E+04 8.494977E+05 0.000000E+00 2.850945E+02 0.000000E+00  1.751904E-03
 4.500000E+04 8.458077E+05 0.000000E+00 6.368505E+02 0.000000E+00 -1.365303E-04 4.500000E+04 8.447902E+05 0.000000E+00 6.613969E+02 0.000000E+00 -1.651440E-03 8.166667E+04 8.494719E+05 0.000000E+00 2.866310E+02 0.000000E+00  1.753742E-03
 4.400000E+04 8.456346E+05 0.000000E+00 6.557399E+02 0.000000E+00  8.403604E-05 4.400000E+04 8.446484E+05 0.000000E+00 6.790721E+02 0.000000E+00 -1.722064E-03 8.133333E+04 8.494461E+05 0.000000E+00 2.881801E+02 0.000000E+00  1.755900E-03
 4.300000E+04 8.454585E+05 0.000000E+00 6.755234E+02 0.000000E+00  2.895099E-04 4.300000E+04 8.445046E+05 0.000000E+00 6.975335E+02 0.000000E+00 -1.710043E-03 8.100000E+04 8.494202E+05 0.000000E+00 2.897420E+02 0.000000E+00  1.758368E-03
 4.200000E+04 8.452792E+05 0.000000E+00 6.962636E+02 0.000000E+00  5.603429E-04 4.200000E+04 8.443590E+05 0.000000E+00 7.168327E+02 0.000000E+00 -1.680470E-03 8.066667E+04 8.493942E+05 0.000000E+00 2.913169E+02 0.000000E+00  1.761137E-03
 4.100000E+04 8.450967E+05 0.000000E+00 7.180285E+02 0.000000E+00  7.840252E-04 4.100000E+04 8.442113E+05 0.000000E+00 7.370259E+02 0.000000E+00 -1.628407E-03 8.033333E+04 8.493681E+05 0.000000E+00 2.929049E+02 0.000000E+00  1.764197E-03
 4.000000E+04 8.449109E+05 0.000000E+00 7.408933E+02 0.000000E+00  9.990557E-04 4.000000E+04 8.440616E+05 0.000000E+00 7.581743E+02 0.000000E+00 -1.584197E-03 8.000000E+04 8.493419E+05 0.000000E+00 2.945062E+02 0.000000E+00  1.767537E-03
 3.900000E+04 8.447218E+05 0.000000E+00 7.649407E+02 0.000000E+00  1.262457E-03 3.900000E+04 8.439098E+05 0.000000E+00 7.803450E+02 0.000000E+00 -1.515886E-03 7.966667E+04 8.493156E+05 0.000000E+00 2.961208E+02 0.000000E+00  1.771146E-03
 3.800000E+04 8.445291E+05 0.000000E+00 7.902612E+02 0.000000E+00  1.412945E-03 3.800000E+04 8.437560E+05 0.000000E+00 8.036110E+02 0.000000E+00 -1.409079E-03 7.933333E+04 8.492892E+05 0.000000E+00 2.977491E+02 0.000000E+00  1.775010E-03
 3.700000E+04 8.443330E+05 0.000000E+00 8.169554E+02 0.000000E+00  1.494584E-03 3.700000E+04 8.435999E+05 0.000000E+00 8.280503E+02 0.000000E+00  7.728199E-04 7.900000E+04 8.492628E+05 0.000000E+00 2.993910E+02 0.000000E+00  1.779119E-03
 3.600000E+04 8.441332E+05 0.000000E+00 8.451352E+02 0.000000E+00  1.531640E-03 3.600000E+04 8.434417E+05 0.000000E+00 8.537600E+02 0.000000E+00  7.436561E-04 7.866667E+04 8.492362E+05 0.000000E+00 3.010469E+02 0.000000E+00  1.783457E-03
 3.500000E+04 8.439297E+05 0.000000E+00 8.749237E+02 0.000000E+00  1.393686E-03 3.500000E+04 8.432813E+05 0.000000E+00 8.808302E+02 0.000000E+00  1.077969E-03 7.833333E+04 8.492096E+05 0.000000E+00 3.027169E+02 0.000000E+00  1.788012E-03
 3.400000E+04 8.437224E+05 0.000000E+00 9.064586E+02 0.000000E+00  1.001972E-03 3.400000E+04 8.431185E+05 0.000000E+00 9.093669E+02 0.000000E+00  1.306957E-03 7.800000E+04 8.491828E+05 0.000000E+00 3.044010E+02 0.000000E+00  1.792769E-03
 3.300000E+04 8.435112E+05 0.000000E+00 9.398936E+02 0.000000E+00  2.300654E-04 3.300000E+04 8.429534E+05 0.000000E+00 9.394871E+02 0.000000E+00  1.438485E-03 7.766667E+04 8.491560E+05 0.000000E+00 3.060996E+02 0.000000E+00  1.797712E-03
 3.200000E+04 8.432960E+05 0.000000E+00 9.754007E+02 0.000000E+00 -9.742406E-04 3.200000E+04 8.427859E+05 0.000000E+00 9.713202E+02 0.000000E+00  1.547409E-03 7.733333E+04 8.491290E+05 0.000000E+00 3.078129E+02 0.000000E+00  1.852675E-03
 3.100000E+04 8.430766E+05 0.000000E+00 1.013181E+03 0.000000E+00 -1.492973E-03 3.100000E+04 8.426160E+05 0.000000E+00 1.005009E+03 0.000000E+00  1.727595E-03 7.700000E+04 8.491020E+05 0.000000E+00 3.095408E+02 0.000000E+00  1.857210E-03
 3.000000E+04 8.428531E+05 0.000000E+00 1.053453E+03 0.000000E+00 -2.000127E-03 3.000000E+04 8.424436E+05 0.000000E+00 1.040712E+03 0.000000E+00  1.675727E-03 7.666667E+04 8.490749E+05 0.000000E+00 3.112837E+02 0.000000E+00  1.861934E-03
 2.900000E+04 8.426252E+05 0.000000E+00 1.096470E+03 0.000000E+00 -1.949641E-03 2.900000E+04 8.422685E+05 0.000000E+00 1.078602E+03 0.000000E+00  1.404849E-03 7.633333E+04 8.490477E+05 0.000000E+00 3.130416E+02 0.000000E+00  1.866758E-03
 2.800000E+04 8.423928E+05 0.000000E+00 1.142516E+03 0.000000E+00 -1.924235E-03 2.800000E+04 8.420909E+05 0.000000E+00 1.118874E+03 0.000000E+00  1.061649E-03 7.600000E+04 8.490204E+05 0.000000E+00 3.148148E+02 0.000000E+00  1.871663E-03
 2.700000E+04 8.421559E+05 0.000000E+00 1.191915E+03 0.000000E+00 -1.928893E-03 2.700000E+04 8.419105E+05 0.000000E+00 1.161740E+03 0.000000E+00  2.705404E-04 7.566667E+04 8.489930E+05 0.000000E+00 3.166036E+02 0.000000E+00  1.876626E-03
 2.600000E+04 8.419143E+05 0.000000E+00 1.245043E+03 0.000000E+00 -1.910671E-03 2.600000E+04 8.417273E+05 0.000000E+00 1.207438E+03 0.000000E+00 -4.621219E-04 7.533333E+04 8.489655E+05 0.000000E+00 3.184080E+02 0.000000E+00  1.881627E-03
 2.500000E+04 8.416678E+05 0.000000E+00 1.302335E+03 0.000000E+00 -1.886538E-03 2.500000E+04 8.415413E+05 0.000000E+00 1.256233E+03 0.000000E+00 -6.789689E-04 7.500000E+04 8.489379E+05 0.000000E+00 3.202282E+02 0.000000E+00  1.886641E-03
 2.400000E+04 8.414164E+05 0.000000E+00 1.364292E+03 0.000000E+00 -1.919035E-03 2.400000E+04 8.413522E+05 0.000000E+00 1.308411E+03 0.000000E+00 -7.598289E-04 7.466667E+04 8.489102E+05 0.000000E+00 3.220645E+02 0.000000E+00  1.891644E-03
 2.300000E+04 8.411599E+05 0.000000E+00 1.431506E+03 0.000000E+00 -1.914229E-03 2.300000E+04 8.411600E+05 0.000000E+00 1.364280E+03 0.000000E+00 -7.833807E-04 7.433333E+04 8.488824E+05 0.000000E+00 3.239171E+02 0.000000E+00  1.896611E-03
 2.200000E+04 8.408981E+05 0.000000E+00 1.504668E+03 0.000000E+00 -1.933675E-03 2.200000E+04 8.409646E+05 0.000000E+00 1.424175E+03 0.000000E+00 -7.686139E-04 7.400000E+04 8.488545E+05 0.000000E+00 3.257860E+02 0.000000E+00  1.859023E-03
 2.100000E+04 8.406310E+05 0.000000E+00 1.584601E+03 0.000000E+00 -1.942394E-03 2.100000E+04 8.407657E+05 0.000000E+00 1.488444E+03 0.000000E+00 -7.441338E-04 7.366667E+04 8.488265E+05 0.000000E+00 3.276717E+02 0.000000E+00  1.864753E-03
 2.000000E+04 8.403583E+05 0.000000E+00 1.672287E+03 0.000000E+00 -1.954156E-03 2.000000E+04 8.405631E+05 0.000000E+00 1.557434E+03 0.000000E+00 -7.112900E-04 7.333333E+04 8.487984E+05 0.000000E+00 3.295743E+02 0.000000E+00  1.870307E-03
 1.900000E+04 8.400798E+05 0.000000E+00 1.768906E+03 0.000000E+00 -1.981771E-03 1.900000E+04 8.403565E+05 0.000000E+00 1.631465E+03 0.000000E+00 -6.628308E-04 7.300000E+04 8.487703E+05 0.000000E+00 3.314940E+02 0.000000E+00  1.875732E-03
 1.800000E+04 8.397954E+05 0.000000E+00 1.875895E+03 0.000000E+00 -2.002183E-03 1.800000E+04 8.401454E+05 0.000000E+00 1.710775E+03 0.000000E+00 -6.068440E-04 7.266667E+04 8.487420E+05 0.000000E+00 3.334310E+02 0.000000E+00  1.880996E-03
 1.700000E+04 8.395050E+05 0.000000E+00 1.995018E+03 0.000000E+00 -2.033706E-03 1.700000E+04 8.399293E+05 0.000000E+00 1.795414E+03 0.000000E+00 -5.517594E-04 7.233333E+04 8.487136E+05 0.000000E+00 3.353856E+02 0.000000E+00  1.886068E-03
 1.600000E+04 8.392083E+05 0.000000E+00 2.128465E+03 0.000000E+00 -2.062821E-03 1.600000E+04 8.397071E+05 0.000000E+00 1.885058E+03 0.000000E+00 -4.898073E-04 7.200000E+04 8.486851E+05 0.000000E+00 3.373579E+02 0.000000E+00  1.890913E-03
 1.500000E+04 8.389050E+05 0.000000E+00 2.278993E+03 0.000000E+00 -2.083634E-03 1.500000E+04 8.394773E+05 0.000000E+00 1.978644E+03 0.000000E+00 -4.343613E-04 7.166667E+04 8.486565E+05 0.000000E+00 3.393481E+02 0.000000E+00  1.895496E-03
 1.400000E+04 8.385951E+05 0.000000E+00 2.450118E+03 0.000000E+00 -2.126046E-03 1.400000E+04 8.392369E+05 0.000000E+00 2.073657E+03 0.000000E+00 -3.837975E-04 7.133333E+04 8.486278E+05 0.000000E+00 3.413566E+02 0.000000E+00  1.899778E-03
 1.300000E+04 8.382782E+05 0.000000E+00 2.646400E+03 0.000000E+00 -2.168095E-03 1.300000E+04 8.389803E+05 0.000000E+00 2.164692E+03 0.000000E+00 -3.470338E-04 7.100000E+04 8.485990E+05 0.000000E+00 3.433835E+02 0.000000E+00  1.903722E-03
 1.200000E+04 8.379540E+05 0.000000E+00 2.873865E+03 0.000000E+00 -2.228100E-03 1.200000E+04 8.386953E+05 0.000000E+00 2.240505E+03 0.000000E+00 -3.239441E-04 7.066667E+04 8.485701E+05 0.000000E+00 3.454291E+02 0.000000E+00  1.907286E-03
 1.100000E+04 8.376224E+05 0.000000E+00 3.140647E+03 0.000000E+00 -2.287475E-03 1.100000E+04 8.383482E+05 0.000000E+00 2.278635E+03 0.000000E+00 -3.110195E-04 7.033333E+04 8.485411E+05 0.000000E+00 3.474935E+02 0.000000E+00  1.877028E-03
 1.000000E+04 8.372829E+05 0.000000E+00 3.458001E+03 0.000000E+00 -2.352053E-03 1.000000E+04 8.378057E+05 0.000000E+00 2.251409E+03 0.000000E+00 -3.018801E-04 7.000000E+04 8.485120E+05 0.000000E+00 3.495772E+02 0.000000E+00  1.880870E-03
 9.000000E+03 8.369351E+05 0.000000E+00 3.841974E+03 0.000000E+00 -2.374641E-03 9.000000E+03 9.360433E+04 0.000000E+00-6.850392E+01 0.000000E+00 -5.177817E+03 6.966667E+04 8.484828E+05 0.000000E+00 3.516803E+02 0.000000E+00  1.884144E-03
