  2.000000000000000000e+05   5.958287087752013467e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.990000000000000000e+05   5.957259628074708162e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.980000000000000000e+05   5.956218125603526132e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.970000000000000000e+05   5.955162261529997922e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.960000000000000000e+05   5.954091705519426614e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.950000000000000000e+05   5.953006115162225906e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.940000000000000000e+05   5.951905137238025200e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.930000000000000000e+05   5.950788403822790133e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.920000000000000000e+05   5.949655534880245104e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.910000000000000000e+05   5.948506135189725319e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.900000000000000000e+05   5.947339795475527644e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.890000000000000000e+05   5.946156090138758300e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.880000000000000000e+05   5.944954576838767389e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.870000000000000000e+05   5.943734795528424438e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.860000000000000000e+05   5.942496266891098348e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.850000000000000000e+05   5.941238492227497045e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.840000000000000000e+05   5.939960952808501897e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.830000000000000000e+05   5.938663105431676377e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.820000000000000000e+05   5.937344384660167852e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.810000000000000000e+05   5.936004198651035549e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.800000000000000000e+05   5.934641929712140700e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.790000000000000000e+05   5.933256930300841341e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.780000000000000000e+05   5.931848523429511115e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.770000000000000000e+05   5.930415998932920629e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.760000000000000000e+05   5.928958611243993510e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.750000000000000000e+05   5.927475579014210962e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.740000000000000000e+05   5.925966080877545755e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.730000000000000000e+05   5.924429252843697323e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.720000000000000000e+05   5.922864187076402595e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.710000000000000000e+05   5.921269929381622933e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.700000000000000000e+05   5.919645475100986660e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.690000000000000000e+05   5.917989767165506491e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.680000000000000000e+05   5.916301692654084181e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.670000000000000000e+05   5.914580083741634153e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.660000000000000000e+05   5.912823709392067976e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.650000000000000000e+05   5.911031277353658807e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.640000000000000000e+05   5.909201424081185833e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.630000000000000000e+05   5.907332738324058009e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.620000000000000000e+05   5.905423731873552315e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.610000000000000000e+05   5.903472848127692705e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.600000000000000000e+05   5.901478458045964362e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.590000000000000000e+05   5.899438854266479611e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.580000000000000000e+05   5.897352242590750102e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.570000000000000000e+05   5.895216722936045844e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.560000000000000000e+05   5.893030261383767938e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.550000000000000000e+05   5.890790639910462778e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.540000000000000000e+05   5.888495382038133685e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.530000000000000000e+05   5.886141645112799015e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.520000000000000000e+05   5.883726076850604732e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.510000000000000000e+05   5.881244647143593756e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.500000000000000000e+05   5.878692472308720462e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.490000000000000000e+05   5.876063710731307510e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.480000000000000000e+05   5.873351582788975211e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.470000000000000000e+05   5.870548563424071763e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.460000000000000000e+05   5.867646737380815903e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.450000000000000000e+05   5.864638573774019023e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.440000000000000000e+05   5.861518286945554428e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.430000000000000000e+05   5.858281897409110097e+05   0.000000000000000000e+00   0.000000000000000000e+00
  1.420000000000000000e+05   5.854929594418782508e+05   0.000000000000000000e+00   0.000000000000000000e+00
