1.500000000000000000e+05 8.536970791080461349e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.490000000000000000e+05 8.536591416382368188e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.480000000000000000e+05 8.536207969270519679e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.470000000000000000e+05 8.535820375016661128e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.460000000000000000e+05 8.535428557986749802e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.450000000000000000e+05 8.535032440331010148e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.440000000000000000e+05 8.534631942115700804e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.430000000000000000e+05 8.534226981056692312e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.420000000000000000e+05 8.533817472582686460e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.410000000000000000e+05 8.533403329663460609e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+05 8.532984462713528192e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.390000000000000000e+05 8.532560779541699449e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.380000000000000000e+05 8.532132185206415597e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.370000000000000000e+05 8.531698581926252227e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000000e+05 8.531259868962538894e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.350000000000000000e+05 8.530815942489783047e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.340000000000000000e+05 8.530366695502416696e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.330000000000000000e+05 8.529912017644876614e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.320000000000000000e+05 8.529451795096214628e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.310000000000000000e+05 8.528985910421301378e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+05 8.528514242419098737e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.290000000000000000e+05 8.528036665946330177e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.280000000000000000e+05 8.527553051816324005e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.270000000000000000e+05 8.527063266525220824e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.260000000000000000e+05 8.526567172129719984e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e+05 8.526064626057235291e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.240000000000000000e+05 8.525555480817628559e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.230000000000000000e+05 8.525039583909619832e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.220000000000000000e+05 8.524516777511030668e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.210000000000000000e+05 8.523986898258123547e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+05 8.523449776991585968e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.190000000000000000e+05 8.522905238512189826e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.180000000000000000e+05 8.522353101202292601e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.170000000000000000e+05 8.521793176870821044e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.160000000000000000e+05 8.521225270365320612e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.150000000000000000e+05 8.520649179163743975e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.140000000000000000e+05 8.520064693194860592e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.130000000000000000e+05 8.519471594263706356e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.120000000000000000e+05 8.518869655858336482e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.110000000000000000e+05 8.518258642526988406e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+05 8.517638309637038037e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.090000000000000000e+05 8.517008402726541972e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.080000000000000000e+05 8.516368657079066616e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.070000000000000000e+05 8.515718797270794166e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.060000000000000000e+05 8.515058536453831475e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.050000000000000000e+05 8.514387575858777855e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.040000000000000000e+05 8.513705604132831795e+05 0.000000000000000000e+00 0.000000000000000000e+00
