  0.000000000000000000e+00   8.598050801029177383e+05   0.000000000000000000e+00   1.057804918804308727e+04   0.000000000000000000e+00  -6.080228273128160765e+01
  1.499658705999999947e+05   6.790576771562177455e+05   1.851099999999999909e+03   3.397870657443896198e+04  -1.145339999999850988e+01   5.039379156794181908e+05
  1.489660981293333170e+05   6.785004786387473578e+05   1.838759333333333188e+03   3.436677573424358707e+04  -1.137704399999347515e+01   5.043842858303278917e+05
  1.479663256586666685e+05   6.779400718135874486e+05   1.826418666666666468e+03   3.476398810451260215e+04  -1.130068800000299234e+01   5.048297433988703415e+05
  1.469665531879999908e+05   6.773763311716006137e+05   1.814077999999999975e+03   3.517314844314462971e+04  -1.122433199998340569e+01   5.052739978233613656e+05
  1.459667807173333131e+05   6.768091960071668727e+05   1.801737333333333254e+03   3.559484666635916801e+04  -1.114797599999292288e+01   5.057170092251244932e+05
  1.449670082466666354e+05   6.762386132023392711e+05   1.789396666666666533e+03   3.602970576656475896e+04  -1.107161999998788815e+01   5.061587503331599873e+05
  1.439672357759999868e+05   6.756645250234791311e+05   1.777055999999999813e+03   3.647839533404025133e+04  -1.099526399999740534e+01   5.065991743882013834e+05
  1.429674633053333382e+05   6.750868925911280094e+05   1.764715333333333319e+03   3.694157648817112931e+04  -1.091890799999237061e+01   5.070382306863164413e+05
  1.419676908346666605e+05   6.745056707062019268e+05   1.752374666666666599e+03   3.741997425888780708e+04  -1.084255199998733588e+01   5.074758748700064025e+05
  1.409679183639999828e+05   6.739207975391581422e+05   1.740033999999999878e+03   3.791439899603365484e+04  -1.076619599999685306e+01   5.079120572468313039e+05
  1.399681458933333342e+05   6.733322088502421975e+05   1.727693333333333157e+03   3.842573917704549240e+04  -1.068984000000637025e+01   5.083467295614499599e+05
  1.389683734226666566e+05   6.727398632970412727e+05   1.715352666666666664e+03   3.895268040531449515e+04  -1.061348400000133552e+01   5.087798855870520929e+05
  1.379686009520000080e+05   6.721436019089046167e+05   1.703011999999999944e+03   3.950076518648739147e+04  -1.053712799999630079e+01   5.092113007501331740e+05
  1.369688284813333303e+05   6.715434179974921281e+05   1.690671333333333223e+03   4.006868933123809256e+04  -1.046077199999126606e+01   5.096409787591192289e+05
  1.359690560106666526e+05   6.709392606644935440e+05   1.678330666666666502e+03   4.065752473786050541e+04  -1.038441600000078324e+01   5.100688291075465968e+05
  1.349692835399999749e+05   6.703309574449228821e+05   1.665989999999999782e+03   4.126861066092556575e+04  -1.030805999999574851e+01   5.104947809895054670e+05
  1.339695110693333554e+05   6.697184261710008141e+05   1.653649333333333288e+03   4.190325087403212092e+04  -1.023170399999071378e+01   5.109187211507082684e+05
  1.329697385986666777e+05   6.691015640687904088e+05   1.641308666666666568e+03   4.256283190222233679e+04  -1.015534799998567905e+01   5.113405206026760279e+05
  1.319699661280000000e+05   6.684802434086988214e+05   1.628967999999999847e+03   4.324897681536067103e+04  -1.007899199999519624e+01   5.117601113233607612e+05
  1.309701936573333223e+05   6.678543532618589234e+05   1.616627333333333354e+03   4.396335250146000908e+04  -1.000263599999016151e+01   5.121773775388922659e+05
  1.299704211866666737e+05   6.672237618688968942e+05   1.604286666666666633e+03   4.470774691078164324e+04  -9.926279999992402736e+00   5.125921748247341020e+05
  1.289706487159999961e+05   6.665883027240126394e+05   1.591945999999999913e+03   4.548416990114844521e+04  -9.849923999994643964e+00   5.130043526509042131e+05
  1.279708762453333184e+05   6.659477882822243264e+05   1.579605333333333192e+03   4.629479354492279526e+04  -9.773568000004161149e+00   5.134137346702123177e+05
  1.269711037746666698e+05   6.653018965716896346e+05   1.567264666666666471e+03   4.714478668984145042e+04  -9.697211999991850462e+00   5.138199146336764679e+05
  1.259713313039999921e+05   6.646506844700819347e+05   1.554923999999999978e+03   4.803070196357512032e+04  -9.620856000008643605e+00   5.142231314828948234e+05
  1.249715588333333289e+05   6.639937971513074590e+05   1.542583333333333258e+03   4.895845699418960430e+04  -9.544499999989056960e+00   5.146230030504245078e+05
  1.239717863626666658e+05   6.633309575134170009e+05   1.530242666666666537e+03   4.993104732212793169e+04  -9.468144000005850103e+00   5.150191980777427671e+05
  1.229720138919999881e+05   6.626618420367873041e+05   1.517902000000000044e+03   5.095173854363080318e+04  -9.391787999986263458e+00   5.154114271165839164e+05
  1.219722414213333250e+05   6.619860953014354454e+05   1.505561333333333323e+03   5.202412767160372459e+04  -9.315432000003056601e+00   5.157994071586642531e+05
  1.209724689506666618e+05   6.613033811484130565e+05   1.493220666666666602e+03   5.315196975726928213e+04  -9.239076000005297828e+00   5.161827895569114480e+05
  1.199726964799999841e+05   6.606133005212839926e+05   1.480879999999999882e+03   5.433936936149317626e+04  -9.162720000000263099e+00   5.165612009154640837e+05
  1.189729240093333210e+05   6.599153866850967752e+05   1.468539333333333161e+03   5.559076337538225198e+04  -9.086364000002504326e+00   5.169342080494302791e+05
  1.179731515386666579e+05   6.592091075923680328e+05   1.456198666666666668e+03   5.691080942926867283e+04  -9.010008000004745554e+00   5.173012753975316300e+05
  1.169733790680000093e+05   6.584938583628137130e+05   1.443857999999999947e+03   5.830452470414563140e+04  -8.933651999985158909e+00   5.176618571410463192e+05
  1.159736065973333316e+05   6.577689908639050554e+05   1.431517333333333227e+03   5.977707069889443665e+04  -8.857296000001952052e+00   5.180153475885209045e+05
  1.149738341266666539e+05   6.570337952668542275e+05   1.419176666666666506e+03   6.133372040690731956e+04  -8.780939999996917322e+00   5.183610798283623881e+05
  1.139740616559999908e+05   6.562876184060811065e+05   1.406836000000000013e+03   6.297608485074173950e+04  -8.704584000006434508e+00   5.186985478082601330e+05
  1.129742891853333276e+05   6.555292993739255471e+05   1.394495333333333292e+03   6.471688246387247636e+04  -8.628228000001399778e+00   5.190264894575709477e+05
  1.119745167146666499e+05   6.547581369188391836e+05   1.382154666666666571e+03   6.655656593103663181e+04  -8.551872000003641006e+00   5.193442237147003179e+05
  1.109747442440000013e+05   6.539730848877648823e+05   1.369813999999999851e+03   6.849899128819850739e+04  -8.475515999998606276e+00   5.196508457553046173e+05
  1.099749717733333237e+05   6.531731720638334518e+05   1.357473333333333358e+03   7.054657871158119815e+04  -8.399160000008123461e+00   5.199454376788021764e+05
  1.089751993026666605e+05   6.523574600505215349e+05   1.345132666666666637e+03   7.269995022283792787e+04  -8.322803999995812774e+00   5.202271162749401992e+05
  1.079754268319999974e+05   6.515250969730236102e+05   1.332791999999999916e+03   7.495738887122404412e+04  -8.246448000005329959e+00   5.204950911939261714e+05
  1.069756543613333197e+05   6.506753834765133215e+05   1.320451333333333196e+03   7.731432914574157621e+04  -8.170091999993019272e+00   5.207486904557681410e+05
  1.059758818906666711e+05   6.498078399410177954e+05   1.308110666666666475e+03   7.976303566469631915e+04  -8.093736000002536457e+00   5.209874500405163853e+05
  1.049761094199999934e+05   6.489222770565423416e+05   1.295769999999999982e+03   8.229254466995844268e+04  -8.017379999997501727e+00   5.212111858710166416e+05
  1.039763369493333303e+05   6.480188382107743528e+05   1.283429333333333261e+03   8.488899868441658327e+04  -7.941023999999742955e+00   5.214200274949361919e+05
  1.029765644786666671e+05   6.470980116336721694e+05   1.271088666666666541e+03   8.753637834968055540e+04  -7.864668000001984183e+00   5.216143978504076949e+05
  1.019767920080000040e+05   6.461601162829685491e+05   1.258748000000000047e+03   9.022303859895851929e+04  -7.788312000004225411e+00   5.217944594160097768e+05
  1.009770195373333263e+05   6.452070748595086625e+05   1.246407333333333327e+03   9.292199971401013318e+04  -7.711955999999190681e+00   5.219622250624709413e+05
  9.997724706666666316e+04   6.442397283781727310e+05   1.234066666666666606e+03   9.562199717639230948e+04  -7.635599999986879993e+00   5.221183114043598180e+05
  9.897747459599998547e+04   6.432593465291211614e+05   1.221726000000000113e+03   9.830921485377298086e+04  -7.559243999996397179e+00   5.222639234027385828e+05
  9.797770212533333688e+04   6.422671327722530114e+05   1.209385333333333165e+03   1.009724967728001211e+05  -7.482887999998638406e+00   5.224001693602926680e+05
  9.697792965466665919e+04   6.412642708034468815e+05   1.197044666666666672e+03   1.036032310565564112e+05  -7.406531999993603677e+00   5.225280603970763041e+05
  9.597815718399998150e+04   6.402523586619531270e+05   1.184703999999999951e+03   1.061905879410330526e+05  -7.330175999995844904e+00   5.226491752911722870e+05
  9.497838471333333291e+04   6.392312539174980484e+05   1.172363333333333230e+03   1.087393470307459647e+05  -7.253819999998086132e+00   5.227631914816853241e+05
  9.397861224266665522e+04   6.382021147747096838e+05   1.160022666666666737e+03   1.112437903813937301e+05  -7.177464000000327360e+00   5.228712246679608943e+05
  9.297883977199997753e+04   6.371654440114609897e+05   1.147681999999999789e+03   1.137035873915504344e+05  -7.101108000009844545e+00   5.229737892849796917e+05
  9.197906730133332894e+04   6.361212137301712064e+05   1.135341333333333296e+03   1.161229385371224053e+05  -7.024752000004809815e+00   5.230706919974510092e+05
  9.097929483066666580e+04   6.350704910176827107e+05   1.123000666666666575e+03   1.184971076451797126e+05  -6.948395999992499128e+00   5.231631505406093202e+05
  8.997952236000000266e+04   6.340131553461746080e+05   1.110659999999999854e+03   1.208308711956507905e+05  -6.872039999994740356e+00   5.232508875336536439e+05
  8.897974988933332497e+04   6.329493338247301290e+05   1.098319333333333361e+03   1.231264819244340470e+05  -6.795683999989705626e+00   5.233340520680093323e+05
  8.797997741866664728e+04   6.318794812403040705e+05   1.085978666666666641e+03   1.253837886875341064e+05  -6.719327999999222811e+00   5.234130929385367781e+05
  8.698020494799999869e+04   6.308029276965957833e+05   1.073637999999999920e+03   1.276101965072830353e+05  -6.642972000001464039e+00   5.234872219696065877e+05
  8.598043247733332100e+04   6.297199381531112595e+05   1.061297333333333427e+03   1.298061174210807367e+05  -6.566616000003705267e+00   5.235567519475165172e+05
  8.498066000666667242e+04   6.286304792385494802e+05   1.048956666666666479e+03   1.319740268730257230e+05  -6.490259999998670537e+00   5.236216114815519541e+05
  8.398088753599999472e+04   6.275340791721389396e+05   1.036615999999999985e+03   1.341185491240488482e+05  -6.413903999993635807e+00   5.236813524246033630e+05
  8.298111506533331703e+04   6.264312585704349913e+05   1.024275333333333265e+03   1.362381110886587703e+05  -6.337548000003152993e+00   5.237365667231985135e+05
  8.198134259466666845e+04   6.253216110698143020e+05   1.011934666666666658e+03   1.383367593053129676e+05  -6.261191999998118263e+00   5.237867939647921594e+05
  8.098157012399999076e+04   6.242050115756086307e+05   9.995939999999999372e+02   1.404166037497512589e+05  -6.184836000000359491e+00   5.238318859121470596e+05
